"itemId","档次","静态候选配方ID","设备","输出数量","整份原料成本","单件原料成本","难度系数","buff系数","common系数","建议unitWorth","runtimeStatus","runtimeVerified","staticEvidence","来源JAR","recipe JSON路径","原料选择","容器决策","证据链","风险","REVIEW原因"
"mynethersdelight:rock_soup","T2","mynethersdelight:cooking/rock_soup","农夫乐事烹饪锅","1","","","1.65","REVIEW","1","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/rock_soup.json","minecraft:magma_cream×1 + minecraft:magma_cream×1 + mynethersdelight:strider_egg×1 + mynethersdelight:strider_egg×1","NONE","mynethersdelight:rock_soup <- recipe=mynethersdelight:cooking/rock_soup;type=farmersdelight:cooking;output=1;choices=minecraft:magma_cream×1 + minecraft:magma_cream×1 + mynethersdelight:strider_egg×1 + mynethersdelight:strider_egg×1;container=NONE -> minecraft:magma_cream=33(人工定价(PROVISIONAL):配方派生(粘液球+烈焰粉)) -> minecraft:magma_cream=33(人工定价(PROVISIONAL):配方派生(粘液球+烈焰粉)) -> mynethersdelight:strider_egg <- recipe=mynethersdelight:cutting/strider_egg;type=farmersdelight:cutting;output=1;choices=;container=NONE -> mynethersdelight:strider_egg <- recipe=mynethersdelight:cutting/strider_egg;type=farmersdelight:cutting;output=1;choices=;container=NONE","CO_PRODUCT_ALLOCATION_REVIEW;PROBABILISTIC_OUTPUT_REVIEW;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;MIXED_BUFF_REVIEW","CO_PRODUCT_ALLOCATION_REVIEW;PROBABILISTIC_OUTPUT_REVIEW;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;MIXED_BUFF_REVIEW"
"mynethersdelight:sausage_and_potatoes","T2","mynethersdelight:cooking/sausage_and_potatoes","农夫乐事烹饪锅","1","","","1.65","1","1","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/sausage_and_potatoes.json","#c:crops/potato×1 + mynethersdelight:hoglin_sausage×1 + mynethersdelight:hoglin_sausage×1","NONE","mynethersdelight:sausage_and_potatoes <- recipe=mynethersdelight:cooking/sausage_and_potatoes;type=farmersdelight:cooking;output=1;choices=#c:crops/potato×1 + mynethersdelight:hoglin_sausage×1 + mynethersdelight:hoglin_sausage×1;container=NONE -> #c:crops/potato=4(猜想) -> mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE -> mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE","MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"mynethersdelight:scotch_eggs","T2","mynethersdelight:cooking/scotch_eggs","农夫乐事烹饪锅","1","","","1.65","1.15","1","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/scotch_eggs.json","mynethersdelight:hoglin_sausage×1 + #c:foods/bread×1","NONE","mynethersdelight:scotch_eggs <- recipe=mynethersdelight:cooking/scotch_eggs;type=farmersdelight:cooking;output=1;choices=mynethersdelight:hoglin_sausage×1 + #c:foods/bread×1;container=NONE -> mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE -> #c:foods/bread=12(猜想)","TAG_PRICE_MISSING;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","TAG_PRICE_MISSING;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"mynethersdelight:sizzling_pudding","T2","mynethersdelight:crafting/sizzling_pudding","工作台（无序）","1","","","1.65","0.85","1","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/sizzling_pudding.json","mynethersdelight:ghasmati×1 + #c:drinks/milk×1 + #c:eggs×1 + mynethersdelight:pepper_powder×1 + minecraft:bowl×1","NONE","mynethersdelight:sizzling_pudding <- recipe=mynethersdelight:crafting/sizzling_pudding;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:ghasmati×1 + #c:drinks/milk×1 + #c:eggs×1 + mynethersdelight:pepper_powder×1 + minecraft:bowl×1;container=NONE -> mynethersdelight:ghasmati <- recipe=mynethersdelight:cutting/ghasmati;type=farmersdelight:cutting;output=1;choices=;container=NONE -> #c:drinks/milk=6(猜想) -> #c:eggs=5(已定义) -> mynethersdelight:pepper_powder <- recipe=mynethersdelight:cutting/bullet_pepper;type=farmersdelight:cutting;output=1;choices=mynethersdelight:bullet_pepper×1;container=NONE -> mynethersdelight:bullet_pepper <- recipe=mynethersdelight:crafting/bullet_papper_crate_alt;type=minecraft:crafting_shapeless;output=9;choices=mynethersdelight:bullet_pepper_crate×1;container=NONE -> mynethersdelight:bullet_pepper_crate <- recipe=mynethersdelight:crafting/bullet_papper_crate;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> minecraft:bowl=2(猜想)","PROBABILISTIC_OUTPUT_REVIEW;MISSING_PRICE;ZERO_COST;RECIPE_CYCLE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","PROBABILISTIC_OUTPUT_REVIEW;MISSING_PRICE;ZERO_COST;RECIPE_CYCLE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"mynethersdelight:slices_of_bread","T2","mynethersdelight:cutting/slices_of_bread","农夫乐事切菜砧板","5","","","1.65","1","1","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cutting/slices_of_bread.json","mynethersdelight:bread_loaf×1","NONE","mynethersdelight:slices_of_bread <- recipe=mynethersdelight:cutting/slices_of_bread;type=farmersdelight:cutting;output=5;choices=mynethersdelight:bread_loaf×1;container=NONE -> mynethersdelight:bread_loaf <- recipe=mynethersdelight:bread_loaf_from_smelting;type=minecraft:smelting;output=1;choices=mynethersdelight:ghast_sourdough×1;container=NONE -> mynethersdelight:ghast_sourdough <- recipe=brewinandchewin:fermenting/ghast_sourdough;type=brewinandchewin:fermenting;output=1;choices=mynethersdelight:ghast_dough×1 + mynethersdelight:ghasmati×1;container=NONE -> mynethersdelight:ghast_dough <- recipe=mynethersdelight:crafting/ghast_dough;type=minecraft:crafting_shapeless;output=2;choices=#c:eggs×1 + mynethersdelight:ghasmati×1 + mynethersdelight:ghasmati×1 + #c:eggs×1;container=NONE -> #c:eggs=5(已定义) -> mynethersdelight:ghasmati <- recipe=mynethersdelight:cutting/ghasmati;type=farmersdelight:cutting;output=1;choices=;container=NONE -> mynethersdelight:ghasmati <- recipe=mynethersdelight:cutting/ghasmati;type=farmersdelight:cutting;output=1;choices=;container=NONE -> #c:eggs=5(已定义) -> mynethersdelight:ghasmati <- recipe=mynethersdelight:cutting/ghasmati;type=farmersdelight:cutting;output=1;choices=;container=NONE","PROBABILISTIC_OUTPUT_REVIEW;MISSING_PRICE;ZERO_COST;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","PROBABILISTIC_OUTPUT_REVIEW;MISSING_PRICE;ZERO_COST;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST"
"mynethersdelight:spicy_cotton","COMMON","mynethersdelight:crafting/spicy_cotton","工作台（无序）","1","","","1.15","1.35","0.95","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/spicy_cotton.json","minecraft:blaze_rod×1","NONE","mynethersdelight:spicy_cotton <- recipe=mynethersdelight:crafting/spicy_cotton;type=minecraft:crafting_shapeless;output=1;choices=minecraft:blaze_rod×1;container=NONE -> minecraft:blaze_rod=45(猜想)","MISSING_PRICE;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","MISSING_PRICE;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"mynethersdelight:spicy_curry","T2","mynethersdelight:cooking/spicy_curry","农夫乐事烹饪锅","1","","","1.65","REVIEW","1","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/spicy_curry.json","#c:foods/raw_meat×1 + #c:drinks/milk×1 + #c:crops/rice×1 + farmersdelight:pumpkin_slice×1","NONE","mynethersdelight:spicy_curry <- recipe=mynethersdelight:cooking/spicy_curry;type=farmersdelight:cooking;output=1;choices=#c:foods/raw_meat×1 + #c:drinks/milk×1 + #c:crops/rice×1 + farmersdelight:pumpkin_slice×1;container=NONE -> #c:foods/raw_meat=12(缺省猜想) -> #c:drinks/milk=6(猜想) -> #c:crops/rice=5(已定义) -> farmersdelight:pumpkin_slice=5(配方派生)","TAG_PRICE_MISSING;INVALID_INGREDIENT_STACK;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_INVALID_INGREDIENT_STACK;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;MIXED_BUFF_REVIEW","TAG_PRICE_MISSING;INVALID_INGREDIENT_STACK;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_INVALID_INGREDIENT_STACK;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;MIXED_BUFF_REVIEW"
"mynethersdelight:spicy_hoglin_stew","T2","mynethersdelight:cooking/spicy_hoglin_stew","农夫乐事烹饪锅","1","","","1.65","REVIEW","1","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/spicy_hoglin_stew.json","mynethersdelight:cooked_loin×1 + #c:crops/potato×1 + #c:crops/carrot×1 + mynethersdelight:bullet_pepper×1","NONE","mynethersdelight:spicy_hoglin_stew <- recipe=mynethersdelight:cooking/spicy_hoglin_stew;type=farmersdelight:cooking;output=1;choices=mynethersdelight:cooked_loin×1 + #c:crops/potato×1 + #c:crops/carrot×1 + mynethersdelight:bullet_pepper×1;container=NONE -> mynethersdelight:cooked_loin <- recipe=mynethersdelight:hoglin_loin_cooking;type=minecraft:smelting;output=1;choices=;container=NONE -> #c:crops/potato=4(猜想) -> #c:crops/carrot=4(猜想) -> mynethersdelight:bullet_pepper <- recipe=mynethersdelight:crafting/bullet_papper_crate_alt;type=minecraft:crafting_shapeless;output=9;choices=mynethersdelight:bullet_pepper_crate×1;container=NONE -> mynethersdelight:bullet_pepper_crate <- recipe=mynethersdelight:crafting/bullet_papper_crate;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE","MISSING_PRICE;ZERO_COST;RECIPE_CYCLE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;MIXED_BUFF_REVIEW","MISSING_PRICE;ZERO_COST;RECIPE_CYCLE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;MIXED_BUFF_REVIEW"
"mynethersdelight:spicy_noodle_soup","T2","mynethersdelight:cooking/spicy_noodle_soup","农夫乐事烹饪锅","1","","","1.65","REVIEW","1","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/spicy_noodle_soup.json","#c:foods/cooked_egg×1","NONE","mynethersdelight:spicy_noodle_soup <- recipe=mynethersdelight:cooking/spicy_noodle_soup;type=farmersdelight:cooking;output=1;choices=#c:foods/cooked_egg×1;container=NONE -> #c:foods/cooked_egg=8(缺省猜想)","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;MIXED_BUFF_REVIEW","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;MIXED_BUFF_REVIEW"
"mynethersdelight:spicy_skewer","T2","mynethersdelight:crafting/spicy_skewer","工作台（无序）","1","","","1.65","0.85","1","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/spicy_skewer.json","mynethersdelight:bullet_pepper×1 + minecraft:blaze_rod×1 + mynethersdelight:bullet_pepper×1","NONE","mynethersdelight:spicy_skewer <- recipe=mynethersdelight:crafting/spicy_skewer;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:bullet_pepper×1 + minecraft:blaze_rod×1 + mynethersdelight:bullet_pepper×1;container=NONE -> mynethersdelight:bullet_pepper <- recipe=mynethersdelight:crafting/bullet_papper_crate_alt;type=minecraft:crafting_shapeless;output=9;choices=mynethersdelight:bullet_pepper_crate×1;container=NONE -> mynethersdelight:bullet_pepper_crate <- recipe=mynethersdelight:crafting/bullet_papper_crate;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> minecraft:blaze_rod=45(猜想) -> mynethersdelight:bullet_pepper <- recipe=mynethersdelight:crafting/bullet_papper_crate_alt;type=minecraft:crafting_shapeless;output=9;choices=mynethersdelight:bullet_pepper_crate×1;container=NONE -> mynethersdelight:bullet_pepper_crate <- recipe=mynethersdelight:crafting/bullet_papper_crate;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"mynethersdelight:strider_stew","T2","mynethersdelight:cooking/strider_stew","农夫乐事烹饪锅","1","","","1.65","1.35","1","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/strider_stew.json","minecraft:crimson_fungus×1 + minecraft:brown_mushroom×1 + farmersdelight:straw×1","NONE","mynethersdelight:strider_stew <- recipe=mynethersdelight:cooking/strider_stew;type=farmersdelight:cooking;output=1;choices=minecraft:crimson_fungus×1 + minecraft:brown_mushroom×1 + farmersdelight:straw×1;container=NONE -> minecraft:crimson_fungus=8(猜想) -> minecraft:brown_mushroom=5(猜想) -> farmersdelight:straw=2(猜想)","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"mynethersdelight:strider_with_grilled_fungus","T2","mynethersdelight:cooking/strider_and_grilled_fungus","农夫乐事烹饪锅","1","","","1.65","1.15","1","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/strider_and_grilled_fungus.json","minecraft:crimson_fungus×1 + minecraft:warped_fungus×1 + minecraft:brown_mushroom×1","NONE","mynethersdelight:strider_with_grilled_fungus <- recipe=mynethersdelight:cooking/strider_and_grilled_fungus;type=farmersdelight:cooking;output=1;choices=minecraft:crimson_fungus×1 + minecraft:warped_fungus×1 + minecraft:brown_mushroom×1;container=NONE -> minecraft:crimson_fungus=8(猜想) -> minecraft:warped_fungus=8(猜想) -> minecraft:brown_mushroom=5(猜想)","MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"mynethersdelight:stuffed_pepper","T2","mynethersdelight:crafting/stuffed_pepper","工作台（无序）","1","","","1.65","0.85","1","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/stuffed_pepper.json","mynethersdelight:bullet_pepper×1 + #c:foods/cooked_pork×1 + #c:drinks/milk×1","NONE","mynethersdelight:stuffed_pepper <- recipe=mynethersdelight:crafting/stuffed_pepper;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:bullet_pepper×1 + #c:foods/cooked_pork×1 + #c:drinks/milk×1;container=NONE -> mynethersdelight:bullet_pepper <- recipe=mynethersdelight:crafting/bullet_papper_crate_alt;type=minecraft:crafting_shapeless;output=9;choices=mynethersdelight:bullet_pepper_crate×1;container=NONE -> mynethersdelight:bullet_pepper_crate <- recipe=mynethersdelight:crafting/bullet_papper_crate;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> #c:foods/cooked_pork=17(猜想) -> #c:drinks/milk=6(猜想)","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"mynethersdelight:tear_popsicle","COMMON","mynethersdelight:crafting/tear_popsicle","工作台（有序）","1","82.00","82.00","1.15","1.35","0.95","121","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/tear_popsicle.json","minecraft:ice×5 + minecraft:ghast_tear×1 + minecraft:stick×1","NONE","mynethersdelight:tear_popsicle <- recipe=mynethersdelight:crafting/tear_popsicle;type=minecraft:crafting_shaped;output=1;choices=minecraft:ice×5 + minecraft:ghast_tear×1 + minecraft:stick×1;container=NONE -> minecraft:ice=8(猜想) -> minecraft:ghast_tear=40(猜想) -> minecraft:stick <- recipe=mynethersdelight:cutting/stick_bamboo;type=farmersdelight:cutting;output=1;choices=minecraft:bamboo×1;container=NONE -> minecraft:bamboo=2(已定义)","PROVISIONAL_PRICE_ANCHOR","PROVISIONAL_PRICE_ANCHOR;猜想锚点:minecraft:ice=8(猜想)|minecraft:ghast_tear=40(猜想)"
"mynethersdelight:toasts","COMMON","mynethersdelight:toast_cooking","熔炉","1","","","1.15","1","0.95","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/toast_cooking.json","mynethersdelight:slices_of_bread×1","NONE","mynethersdelight:toasts <- recipe=mynethersdelight:toast_cooking;type=minecraft:smelting;output=1;choices=mynethersdelight:slices_of_bread×1;container=NONE -> mynethersdelight:slices_of_bread <- recipe=mynethersdelight:cutting/slices_of_bread;type=farmersdelight:cutting;output=5;choices=mynethersdelight:bread_loaf×1;container=NONE -> mynethersdelight:bread_loaf <- recipe=mynethersdelight:bread_loaf_from_smelting;type=minecraft:smelting;output=1;choices=mynethersdelight:ghast_sourdough×1;container=NONE -> mynethersdelight:ghast_sourdough <- recipe=brewinandchewin:fermenting/ghast_sourdough;type=brewinandchewin:fermenting;output=1;choices=mynethersdelight:ghast_dough×1 + mynethersdelight:ghasmati×1;container=NONE -> mynethersdelight:ghast_dough <- recipe=mynethersdelight:crafting/ghast_dough;type=minecraft:crafting_shapeless;output=2;choices=#c:eggs×1 + mynethersdelight:ghasmati×1 + mynethersdelight:ghasmati×1 + #c:eggs×1;container=NONE -> #c:eggs=5(已定义) -> mynethersdelight:ghasmati <- recipe=mynethersdelight:cutting/ghasmati;type=farmersdelight:cutting;output=1;choices=;container=NONE -> mynethersdelight:ghasmati <- recipe=mynethersdelight:cutting/ghasmati;type=farmersdelight:cutting;output=1;choices=;container=NONE -> #c:eggs=5(已定义) -> mynethersdelight:ghasmati <- recipe=mynethersdelight:cutting/ghasmati;type=farmersdelight:cutting;output=1;choices=;container=NONE","PROBABILISTIC_OUTPUT_REVIEW;MISSING_PRICE;ZERO_COST;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","PROBABILISTIC_OUTPUT_REVIEW;MISSING_PRICE;ZERO_COST;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST"
"mynethersdelight:twisted_ghasta","T2","mynethersdelight:cooking/twisted_ghasta","农夫乐事烹饪锅","1","","","1.65","1.15","1","","STALE","false","JAR","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/twisted_ghasta.json","minecraft:warped_fungus×1 + minecraft:warped_fungus×1","NONE","mynethersdelight:twisted_ghasta <- recipe=mynethersdelight:cooking/twisted_ghasta;type=farmersdelight:cooking;output=1;choices=minecraft:warped_fungus×1 + minecraft:warped_fungus×1;container=NONE -> minecraft:warped_fungus=8(猜想) -> minecraft:warped_fungus=8(猜想)","MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","MISSING_PRICE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR"
"neapolitan:adzuki_bun","COMMON","neapolitan:adzuki_bun","工作台（无序）","1","","","1.15","REVIEW","0.95","","STALE","false","JAR","[那不勒斯风味]neapolitan-1.21.1-6.0.1.jar","data/neapolitan/recipe/adzuki_bun.json","neapolitan:roasted_adzuki_beans×1 + minecraft:wheat×1","NONE","neapolitan:adzuki_bun <- recipe=neapolitan:adzuki_bun;type=minecraft:crafting_shapeless;output=1;choices=neapolitan:roasted_adzuki_beans×1 + minecraft:wheat×1;container=NONE -> neapolitan:roasted_adzuki_beans <- recipe=neapolitan:roasted_adzuki_beans;type=minecraft:smelting;output=1;choices=neapolitan:adzuki_beans×1;container=NONE -> neapolitan:adzuki_beans <- recipe=neapolitan:adzuki_beans_from_adzuki_crate;type=minecraft:crafting_shapeless;output=9;choices=neapolitan:adzuki_crate×1;container=NONE -> neapolitan:adzuki_crate <- recipe=neapolitan:adzuki_crate;type=minecraft:crafting_shaped;output=1;choices=;container=NONE -> minecraft:wheat=5(已定义)","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;UNKNOWN_BUFF","RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;UNKNOWN_BUFF"
