"模组显示名","实际JAR文件","JAR版本","JAR原始来源命名空间","运行时配方ID","配方序列化类型","机器/工序","产物中文名","产物ID","数量","是否可食用","饥饿值","饱和度","效果","内容类型","分类证据","分类置信度","原料种类数","原料槽位数","稀有原料","中间产物","容器/载体","流体","烹饪时间","设备温度","UNITE状态","提供者包列表","是否为最终有效配方","建议厨师档次","建议依据","T3证据","是否需要料理完成事件适配","建议CookingDevice","设备覆盖说明","人工复审备注"
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:smoked_spider_meat_from_smelting","minecraft:smelting","熔炉","Smoked Spider Meat","dungeonsdelight:smoked_spider_meat","1","是","5","7","","DISH","cooking_device=minecraft:smelting;food_component","HIGH","1","1","否","否","","","200","","无","(base)","是","COMMON","基础熟食或少量常见原料/单步合成","","已覆盖","FURNACE","ItemSmeltedEvent（菜单启发）",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:smoked_spider_meat_from_smoking","minecraft:smoking","烟熏炉","Smoked Spider Meat","dungeonsdelight:smoked_spider_meat","1","是","5","7","","DISH","cooking_device=minecraft:smoking;food_component","HIGH","1","1","否","否","","","100","","无","(base)","是","COMMON","基础熟食或少量常见原料/单步合成","","已覆盖","SMOKER","ItemSmeltedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:soft_serve_sniffer_egg_from_campfire","minecraft:campfire_cooking","营火（无事件检测）","Soft Serve Sniffer Egg","dungeonsdelight:soft_serve_sniffer_egg","1","是","4","4.8","effect.minecraft.regeneration 100tick 1级 概率0.75","DISH","cooking_device=minecraft:campfire_cooking;food_component","HIGH","1","1","否","否","","","600","","无","(base)","是","COMMON","基础熟食或少量常见原料/单步合成","","未覆盖","CAMPFIRE（仅枚举）","无营火取餐检测，不会产生 DishCookedEvent","营火：TCTH 当前无 DishCookedEvent 检测"
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:spider_pie","minecraft:crafting_shaped","工作台（有序）","Spider Pie","dungeonsdelight:spider_pie","1","否","","","","SERVING_DISH","manual_override;无Item FOOD; javap class=EXPPieBlock extends vectorwing.farmersdelight.common.block.PieBlock; consumeBite+EXP; DDBlocks.SPIDER_PIE; recipe id=dungeonsdelight:spider_pie; cutting recipe→spider_pie_slice×4; 可分食PieBlock","HIGH","4","4","否","否","","","","","无","(base)","是","不进入厨师","无Item FOOD; javap class=EXPPieBlock extends vectorwing.farmersdelight.common.block.PieBlock; consumeBite+EXP; DDBlocks.SPIDER_PIE; recipe id=dungeonsdelight:spider_pie; cutting recipe→spider_pie_slice×4; 可分食PieBlock","","已覆盖","CRAFTING","ItemCraftedEvent","人工覆盖优先；整盘料理（防双算待设计）；Dungeon's Delight;6A.3原REVIEW→SERVING_DISH; FG仅未来意图"
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:stained_lantern","minecraft:crafting_shaped","工作台（有序）","Stained Lantern","dungeonsdelight:stained_lantern","4","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","3","3","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:stained_scrap_bars","minecraft:crafting_shaped","工作台（有序）","Stained Scrap Bars","dungeonsdelight:stained_scrap_bars","16","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:stained_scrap_block","minecraft:crafting_shaped","工作台（有序）","Block of Stained Scrap","dungeonsdelight:stained_scrap_block","4","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:stained_scrap_door","minecraft:crafting_shaped","工作台（有序）","Stained Scrap Door","dungeonsdelight:stained_scrap_door","3","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:stained_scrap_from_stained_scrap","minecraft:crafting_shapeless","工作台（无序）","Stained Scrap Fragment","dungeonsdelight:stained_scrap_fragment","9","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:stained_scrap_grate","minecraft:crafting_shaped","工作台（有序）","Stained Scrap Grate","dungeonsdelight:stained_scrap_grate","4","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:stained_scrap_pillar","minecraft:crafting_shaped","工作台（有序）","Stained Scrap Pillar","dungeonsdelight:stained_scrap_pillar","2","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:stained_scrap_trapdoor","minecraft:crafting_shaped","工作台（有序）","Stained Scrap Trapdoor","dungeonsdelight:stained_scrap_trapdoor","2","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:stick_from_wormroots","minecraft:crafting_shaped","工作台（有序）","Stick","minecraft:stick","2","否","","","","NON_FOOD","not_edible","MEDIUM","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:wormroot_tendrils_from_wormroot_stalk","minecraft:crafting_shapeless","工作台（无序）","Wormroot Tendrils","dungeonsdelight:wormroot_tendrils","4","否","","","","NON_FOOD","not_edible","MEDIUM","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:wormroot_tendrils_from_wormroots_block","minecraft:crafting_shapeless","工作台（无序）","Wormroot Tendrils","dungeonsdelight:wormroot_tendrils","9","否","","","","NON_FOOD","not_edible","MEDIUM","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:wormroots_block","minecraft:crafting_shaped","工作台（有序）","Block of Wormroots","dungeonsdelight:wormroots_block","1","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:wormwood_boat","minecraft:crafting_shaped","工作台（有序）","Wormwood Boat","dungeonsdelight:wormwood_boat","1","否","","","","NON_FOOD","not_edible","MEDIUM","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:wormwood_button","minecraft:crafting_shapeless","工作台（无序）","Wormwood Button","dungeonsdelight:wormwood_button","1","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:wormwood_cabinet","minecraft:crafting_shaped","工作台（有序）","Wormwood Cabinet","dungeonsdelight:wormwood_cabinet","1","否","","","","NON_FOOD","decor_or_storage_token","HIGH","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:wormwood_chest_boat","minecraft:crafting_shapeless","工作台（无序）","Wormwood Boat with Chest","dungeonsdelight:wormwood_chest_boat","1","否","","","","NON_FOOD","not_edible","MEDIUM","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:wormwood_door","minecraft:crafting_shaped","工作台（有序）","Wormwood Door","dungeonsdelight:wormwood_door","3","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:wormwood_fence","minecraft:crafting_shaped","工作台（有序）","Wormwood Fence","dungeonsdelight:wormwood_fence","3","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:wormwood_fence_gate","minecraft:crafting_shaped","工作台（有序）","Wormwood Fence Gate","dungeonsdelight:wormwood_fence_gate","1","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:wormwood_mosaic","minecraft:crafting_shaped","工作台（有序）","Wormwood Mosaic","dungeonsdelight:wormwood_mosaic","1","否","","","","NON_FOOD","not_edible","MEDIUM","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:wormwood_mosaic_slab","minecraft:crafting_shaped","工作台（有序）","Wormwood Mosaic Slab","dungeonsdelight:wormwood_mosaic_slab","6","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:wormwood_mosaic_stairs","minecraft:crafting_shaped","工作台（有序）","Wormwood Mosaic Stairs","dungeonsdelight:wormwood_mosaic_stairs","4","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:wormwood_planks_from_wormroots","minecraft:crafting_shaped","工作台（有序）","Wormwood Planks","dungeonsdelight:wormwood_planks","2","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:wormwood_pressure_plate","minecraft:crafting_shaped","工作台（有序）","Wormwood Pressure Plate","dungeonsdelight:wormwood_pressure_plate","1","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:wormwood_slab","minecraft:crafting_shaped","工作台（有序）","Wormwood Slab","dungeonsdelight:wormwood_slab","6","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:wormwood_stairs","minecraft:crafting_shaped","工作台（有序）","Wormwood Stairs","dungeonsdelight:wormwood_stairs","4","否","","","","NON_FOOD","non_edible_block_or_tool","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Dungeon's Delight","[农夫乐事-地牢乐事]neoforge-dungeonsdelight-1.21.1-1.5.0.jar","1.5.0","dungeonsdelight","dungeonsdelight:wormwood_trapdoor","minecraft:crafting_shaped","工作台（有序）","Wormwood Trapdoor","dungeonsdelight:wormwood_trapdoor","2","否","","","","NON_FOOD","not_edible","MEDIUM","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","farmersdelight","farmersdelight:cutting/powdery_block","farmersdelight:cutting","FD 切菜板（非出锅）","Block of Stripped Powdery Cannon","mynethersdelight:stripped_powdery_block","1","否","","","","INGREDIENT","ingredient_process=farmersdelight:cutting","MEDIUM","2","1","否","是","","","","","无","(base)","是","不进入厨师","内容类型=INGREDIENT","","未覆盖（非出锅）","—","切菜板不属于料理出锅事件","切菜板非出锅事件"
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","farmersdelight","farmersdelight:cutting/pumpkin_slice_alt","farmersdelight:cutting","FD 切菜板（非出锅）","Pumpkin Slice","farmersdelight:pumpkin_slice","1","是","3","1.8000001","","INGREDIENT","manual_override;南瓜片原料","HIGH","2","1","否","是","","","","","无","(base)","是","不进入厨师","南瓜片原料","","未覆盖（非出锅）","—","切菜板不属于料理出锅事件","人工覆盖优先；切菜板非出锅事件；保持INGREDIENT"
"My Nether's Delight","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","1.10.4","farmersrespite","farmersrespite:chilidog_alt","minecraft:crafting_shapeless","工作台（无序）","火辣热狗","mynethersdelight:chilidog","2","","","","","NON_FOOD","not_edible","MEDIUM","2","3","否","否","","","","","仅JAR原始（运行时未加载）","(base)","否","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent","运行时未加载（依赖/条件）"
"Fowl Play","[家禽游戏]fowlplay-1.2.3+1.21.1-neoforge.jar","1.2.3","fowlplay","fowlplay:scarecrow","minecraft:crafting_shaped","工作台（有序）","Scarecrow","fowlplay:scarecrow","1","否","","","","NON_FOOD","fowlplay_scarecrow_only","HIGH","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent","Fowl Play 无玩家料理"
"Kaleidoscope Tavern","[森罗物语-酒馆]kaleidoscopetavern-1.2.0-neoforge+mc1.21.1.jar","1.2.0","kaleidoscope_tavern","kaleidoscope_tavern:allium_sandwich_board_from_allium","minecraft:crafting_shapeless","工作台（无序）","Sandwich Board","kaleidoscope_tavern:allium_sandwich_board","1","否","","","","NON_FOOD","manual_override;装饰三明治板","HIGH","2","2","否","否","","","","","无","(base)","是","不进入厨师","装饰三明治板","","已覆盖","CRAFTING","ItemCraftedEvent","人工覆盖优先"
"Kaleidoscope Tavern","[森罗物语-酒馆]kaleidoscopetavern-1.2.0-neoforge+mc1.21.1.jar","1.2.0","kaleidoscope_tavern","kaleidoscope_tavern:azure_bluet_sandwich_board_from_azure_bluet","minecraft:crafting_shapeless","工作台（无序）","Sandwich Board","kaleidoscope_tavern:azure_bluet_sandwich_board","1","否","","","","NON_FOOD","manual_override;装饰三明治板","HIGH","2","2","否","否","","","","","无","(base)","是","不进入厨师","装饰三明治板","","已覆盖","CRAFTING","ItemCraftedEvent","人工覆盖优先"
"Kaleidoscope Tavern","[森罗物语-酒馆]kaleidoscopetavern-1.2.0-neoforge+mc1.21.1.jar","1.2.0","kaleidoscope_tavern","kaleidoscope_tavern:azure_bluet_sandwich_board_from_lily_of_the_valley","minecraft:crafting_shapeless","工作台（无序）","Sandwich Board","kaleidoscope_tavern:azure_bluet_sandwich_board","1","否","","","","NON_FOOD","manual_override;装饰三明治板","HIGH","2","2","否","否","","","","","无","(base)","是","不进入厨师","装饰三明治板","","已覆盖","CRAFTING","ItemCraftedEvent","人工覆盖优先"
"Kaleidoscope Tavern","[森罗物语-酒馆]kaleidoscopetavern-1.2.0-neoforge+mc1.21.1.jar","1.2.0","kaleidoscope_tavern","kaleidoscope_tavern:azure_bluet_sandwich_board_from_oxeye_daisy","minecraft:crafting_shapeless","工作台（无序）","Sandwich Board","kaleidoscope_tavern:azure_bluet_sandwich_board","1","否","","","","NON_FOOD","manual_override;装饰三明治板","HIGH","2","2","否","否","","","","","无","(base)","是","不进入厨师","装饰三明治板","","已覆盖","CRAFTING","ItemCraftedEvent","人工覆盖优先"
"Kaleidoscope Tavern","[森罗物语-酒馆]kaleidoscopetavern-1.2.0-neoforge+mc1.21.1.jar","1.2.0","kaleidoscope_tavern","kaleidoscope_tavern:bar_cabinet","minecraft:crafting_shaped","工作台（有序）","Bar Cabinet","kaleidoscope_tavern:bar_cabinet","1","否","","","","NON_FOOD","decor_or_storage_token","HIGH","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Kaleidoscope Tavern","[森罗物语-酒馆]kaleidoscopetavern-1.2.0-neoforge+mc1.21.1.jar","1.2.0","kaleidoscope_tavern","kaleidoscope_tavern:bar_counter","minecraft:crafting_shaped","工作台（有序）","Bar Counter","kaleidoscope_tavern:bar_counter","1","否","","","","NON_FOOD","not_edible","MEDIUM","2","2","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Kaleidoscope Tavern","[森罗物语-酒馆]kaleidoscopetavern-1.2.0-neoforge+mc1.21.1.jar","1.2.0","kaleidoscope_tavern","kaleidoscope_tavern:barrel","minecraft:crafting_shaped","工作台（有序）","Barrel","kaleidoscope_tavern:barrel","1","否","","","","NON_FOOD","not_edible","MEDIUM","1","1","否","否","","","","","无","(base)","是","不进入厨师","内容类型=NON_FOOD","","已覆盖","CRAFTING","ItemCraftedEvent",""
"Kaleidoscope Tavern","[森罗物语-酒馆]kaleidoscopetavern-1.2.0-neoforge+mc1.21.1.jar","1.2.0","kaleidoscope_tavern","kaleidoscope_tavern:barrel/brandy","kaleidoscope_tavern:barrel","酒馆木桶","Brandy","kaleidoscope_tavern:brandy","1","否","","","","DRINK","recipe_type=kaleidoscope_tavern:barrel","HIGH","3","1","否","否","kaleidoscope_tavern:empty_bottle","kaleidoscope_tavern:grape_juice","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","TAVERN_BARREL（建议）","doTapExtract/getRecipeId",""
"Kaleidoscope Tavern","[森罗物语-酒馆]kaleidoscopetavern-1.2.0-neoforge+mc1.21.1.jar","1.2.0","kaleidoscope_tavern","kaleidoscope_tavern:barrel/carignan","kaleidoscope_tavern:barrel","酒馆木桶","Carignan","kaleidoscope_tavern:carignan","1","否","","","","DRINK","recipe_type=kaleidoscope_tavern:barrel","HIGH","3","1","否","否","kaleidoscope_tavern:empty_bottle","kaleidoscope_tavern:grape_juice","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","TAVERN_BARREL（建议）","doTapExtract/getRecipeId",""
"Kaleidoscope Tavern","[森罗物语-酒馆]kaleidoscopetavern-1.2.0-neoforge+mc1.21.1.jar","1.2.0","kaleidoscope_tavern","kaleidoscope_tavern:barrel/champagne","kaleidoscope_tavern:barrel","酒馆木桶","Champagne","kaleidoscope_tavern:champagne","1","否","","","","DRINK","recipe_type=kaleidoscope_tavern:barrel","HIGH","3","1","否","否","kaleidoscope_tavern:empty_bottle","kaleidoscope_tavern:grape_juice","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","TAVERN_BARREL（建议）","doTapExtract/getRecipeId",""
"Kaleidoscope Tavern","[森罗物语-酒馆]kaleidoscopetavern-1.2.0-neoforge+mc1.21.1.jar","1.2.0","kaleidoscope_tavern","kaleidoscope_tavern:barrel/glowflower_brew","kaleidoscope_tavern:barrel","酒馆木桶","Glowflower Brew","kaleidoscope_tavern:glowflower_brew","1","否","","","","DRINK","recipe_type=kaleidoscope_tavern:barrel","HIGH","3","1","否","否","kaleidoscope_tavern:empty_bottle","kaleidoscope_tavern:glow_berries_juice","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","TAVERN_BARREL（建议）","doTapExtract/getRecipeId",""
"Kaleidoscope Tavern","[森罗物语-酒馆]kaleidoscopetavern-1.2.0-neoforge+mc1.21.1.jar","1.2.0","kaleidoscope_tavern","kaleidoscope_tavern:barrel/honey_wine","kaleidoscope_tavern:barrel","酒馆木桶","Honey Wine","kaleidoscope_tavern:honey_wine","1","否","","","","DRINK","recipe_type=kaleidoscope_tavern:barrel","HIGH","3","1","否","否","kaleidoscope_tavern:empty_bottle","kaleidoscope_tavern:gold_grape_juice","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","TAVERN_BARREL（建议）","doTapExtract/getRecipeId",""
"Kaleidoscope Tavern","[森罗物语-酒馆]kaleidoscopetavern-1.2.0-neoforge+mc1.21.1.jar","1.2.0","kaleidoscope_tavern","kaleidoscope_tavern:barrel/ice_wine","kaleidoscope_tavern:barrel","酒馆木桶","Ice Wine","kaleidoscope_tavern:ice_wine","1","否","","","","DRINK","recipe_type=kaleidoscope_tavern:barrel","HIGH","2","2","否","否","kaleidoscope_tavern:empty_bottle","kaleidoscope_tavern:ice_grape_juice","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","TAVERN_BARREL（建议）","doTapExtract/getRecipeId",""
"Kaleidoscope Tavern","[森罗物语-酒馆]kaleidoscopetavern-1.2.0-neoforge+mc1.21.1.jar","1.2.0","kaleidoscope_tavern","kaleidoscope_tavern:barrel/luminous_bride","kaleidoscope_tavern:barrel","酒馆木桶","Luminous Bride","kaleidoscope_tavern:luminous_bride","1","否","","","","DRINK","recipe_type=kaleidoscope_tavern:barrel","HIGH","3","1","否","否","kaleidoscope_tavern:empty_bottle","kaleidoscope_tavern:glow_berries_juice","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","TAVERN_BARREL（建议）","doTapExtract/getRecipeId",""
"Kaleidoscope Tavern","[森罗物语-酒馆]kaleidoscopetavern-1.2.0-neoforge+mc1.21.1.jar","1.2.0","kaleidoscope_tavern","kaleidoscope_tavern:barrel/madame_shexiang","kaleidoscope_tavern:barrel","酒馆木桶","Madame Shexiang","kaleidoscope_tavern:madame_shexiang","1","否","","","","DRINK","recipe_type=kaleidoscope_tavern:barrel","HIGH","3","1","否","否","kaleidoscope_tavern:empty_bottle","kaleidoscope_tavern:gold_grape_juice","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","TAVERN_BARREL（建议）","doTapExtract/getRecipeId",""
"Kaleidoscope Tavern","[森罗物语-酒馆]kaleidoscopetavern-1.2.0-neoforge+mc1.21.1.jar","1.2.0","kaleidoscope_tavern","kaleidoscope_tavern:barrel/miners_star","kaleidoscope_tavern:barrel","酒馆木桶","Miner's Star","kaleidoscope_tavern:miners_star","1","否","","","","DRINK","recipe_type=kaleidoscope_tavern:barrel","HIGH","3","1","否","否","kaleidoscope_tavern:empty_bottle","kaleidoscope_tavern:gold_grape_juice","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","TAVERN_BARREL（建议）","doTapExtract/getRecipeId",""
"Kaleidoscope Tavern","[森罗物语-酒馆]kaleidoscopetavern-1.2.0-neoforge+mc1.21.1.jar","1.2.0","kaleidoscope_tavern","kaleidoscope_tavern:barrel/molotov","kaleidoscope_tavern:barrel","酒馆木桶","Molotov Cocktail","kaleidoscope_tavern:molotov","1","否","","","","DRINK","recipe_type=kaleidoscope_tavern:barrel","HIGH","2","2","否","否","kaleidoscope_tavern:empty_bottle","minecraft:lava","","","无","(base)","是","不进入厨师","内容类型=DRINK","","需适配","TAVERN_BARREL（建议）","doTapExtract/getRecipeId",""
