"targetItemId","recipeId","sourceJar","sourceRecipePath","风险类型","风险对象","证据","建议动作","状态"
"mynethersdelight:giant_takoyaki","mynethersdelight:cooking/giant_tentacles","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/giant_tentacles.json","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","mynethersdelight:giant_takoyaki","mynethersdelight:giant_takoyaki <- recipe=mynethersdelight:cooking/giant_tentacles;type=farmersdelight:cooking;output=1;choices=#c:foods/dough×1 + farmersdelight:onion×1;container=NONE -> #c:foods/dough=8(猜想) -> farmersdelight:onion=6(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:hoglin_sausage","mynethersdelight:cutting/hoglin_sausage","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cutting/hoglin_sausage.json","MISSING_PRICE;ZERO_COST;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","mynethersdelight:hoglin_sausage","mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:hot_cream_cone","mynethersdelight:crafting/hotcream_cone","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/hotcream_cone.json","TAG_PRICE_MISSING;RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;PRICE_SOURCE_REVIEW;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PRICE_SOURCE_REVIEW;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","mynethersdelight:hot_cream_cone","mynethersdelight:hot_cream_cone <- recipe=mynethersdelight:crafting/hotcream_cone;type=minecraft:crafting_shapeless;output=3;choices=mynethersdelight:hot_cream×1;container=NONE -> mynethersdelight:hot_cream <- recipe=mynethersdelight:cooking/hotcream;type=farmersdelight:cooking;output=1;choices=#c:eggs×1 + mynethersdelight:bullet_pepper×1 + minecraft:magma_cream×1 + minecraft:magma_cream×1;container=PART_OF_RESULT:minecraft:bucket -> #c:eggs=5(已定义) -> mynethersdelight:bullet_pepper <- recipe=mynethersdelight:crafting/bullet_papper_crate_alt;type=minecraft:crafting_shapeless;output=9;choices=mynethersdelight:bullet_pepper_crate×1;container=NONE -> mynethersdelight:bullet_pepper_crate <- recipe=mynethersdelight:crafting/bullet_papper_crate;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> minecraft:magma_cream=33(人工定价(PROVISIONAL):配方派生(粘液球+烈焰粉)) -> minecraft:magma_cream=33(人工定价(PROVISIONAL):配方派生(粘液球+烈焰粉))","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:hot_wings_bucket","mynethersdelight:crafting/hot_wings_bucket","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/hot_wings_bucket.json","TAG_PRICE_MISSING;MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;MIXED_BUFF_REVIEW","mynethersdelight:hot_wings_bucket","mynethersdelight:hot_wings_bucket <- recipe=mynethersdelight:crafting/hot_wings_bucket;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:hot_wings×1 + mynethersdelight:hot_wings×1 + mynethersdelight:hot_wings×1;container=NONE -> mynethersdelight:hot_wings <- recipe=mynethersdelight:cooking/hot_wings;type=farmersdelight:cooking;output=1;choices=#c:foods/raw_chicken×1 + #c:crops/onion×1;container=NONE -> #c:foods/raw_chicken=7(已定义) -> #c:crops/onion=6(已定义) -> mynethersdelight:hot_wings <- recipe=mynethersdelight:cooking/hot_wings;type=farmersdelight:cooking;output=1;choices=#c:foods/raw_chicken×1 + #c:crops/onion×1;container=NONE -> #c:foods/raw_chicken=7(已定义) -> #c:crops/onion=6(已定义) -> mynethersdelight:hot_wings <- recipe=mynethersdelight:cooking/hot_wings;type=farmersdelight:cooking;output=1;choices=#c:foods/raw_chicken×1 + #c:crops/onion×1;container=NONE -> #c:foods/raw_chicken=7(已定义) -> #c:crops/onion=6(已定义)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:hot_wings","mynethersdelight:cooking/hot_wings","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/hot_wings.json","TAG_PRICE_MISSING;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;MIXED_BUFF_REVIEW","mynethersdelight:hot_wings","mynethersdelight:hot_wings <- recipe=mynethersdelight:cooking/hot_wings;type=farmersdelight:cooking;output=1;choices=#c:foods/raw_chicken×1 + #c:crops/onion×1;container=NONE -> #c:foods/raw_chicken=7(已定义) -> #c:crops/onion=6(已定义)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:hotdog_with_mixed_salad","mynethersdelight:crafting/hotdog_with_mixed_salad","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/hotdog_with_mixed_salad.json","MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","mynethersdelight:hotdog_with_mixed_salad","mynethersdelight:hotdog_with_mixed_salad <- recipe=mynethersdelight:crafting/hotdog_with_mixed_salad;type=minecraft:crafting_shapeless;output=2;choices=farmersdelight:mixed_salad×1 + mynethersdelight:hotdog×1 + mynethersdelight:hotdog×1;container=NONE -> farmersdelight:mixed_salad=18(猜想) -> mynethersdelight:hotdog <- recipe=mynethersdelight:crafting/hotdog;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:roasted_sausage×1 + #c:foods/bread×1;container=NONE -> mynethersdelight:roasted_sausage <- recipe=mynethersdelight:hoglin_sausage_cooking;type=minecraft:smelting;output=1;choices=mynethersdelight:hoglin_sausage×1;container=NONE -> mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE -> #c:foods/bread=12(猜想) -> mynethersdelight:hotdog <- recipe=mynethersdelight:crafting/hotdog;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:roasted_sausage×1 + #c:foods/bread×1;container=NONE -> mynethersdelight:roasted_sausage <- recipe=mynethersdelight:hoglin_sausage_cooking;type=minecraft:smelting;output=1;choices=mynethersdelight:hoglin_sausage×1;container=NONE -> mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE -> #c:foods/bread=12(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:hotdog_with_nether_salad","mynethersdelight:crafting/hotdog_with_nether_salad","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/hotdog_with_nether_salad.json","MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","mynethersdelight:hotdog_with_nether_salad","mynethersdelight:hotdog_with_nether_salad <- recipe=mynethersdelight:crafting/hotdog_with_nether_salad;type=minecraft:crafting_shapeless;output=2;choices=farmersdelight:nether_salad×1 + mynethersdelight:hotdog×1 + mynethersdelight:hotdog×1;container=NONE -> farmersdelight:nether_salad=22(猜想) -> mynethersdelight:hotdog <- recipe=mynethersdelight:crafting/hotdog;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:roasted_sausage×1 + #c:foods/bread×1;container=NONE -> mynethersdelight:roasted_sausage <- recipe=mynethersdelight:hoglin_sausage_cooking;type=minecraft:smelting;output=1;choices=mynethersdelight:hoglin_sausage×1;container=NONE -> mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE -> #c:foods/bread=12(猜想) -> mynethersdelight:hotdog <- recipe=mynethersdelight:crafting/hotdog;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:roasted_sausage×1 + #c:foods/bread×1;container=NONE -> mynethersdelight:roasted_sausage <- recipe=mynethersdelight:hoglin_sausage_cooking;type=minecraft:smelting;output=1;choices=mynethersdelight:hoglin_sausage×1;container=NONE -> mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE -> #c:foods/bread=12(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:hotdog","mynethersdelight:crafting/hotdog","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/hotdog.json","MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","mynethersdelight:hotdog","mynethersdelight:hotdog <- recipe=mynethersdelight:crafting/hotdog;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:roasted_sausage×1 + #c:foods/bread×1;container=NONE -> mynethersdelight:roasted_sausage <- recipe=mynethersdelight:hoglin_sausage_cooking;type=minecraft:smelting;output=1;choices=mynethersdelight:hoglin_sausage×1;container=NONE -> mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE -> #c:foods/bread=12(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:magma_cake_slice","mynethersdelight:cutting/magma_cake","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cutting/magma_cake.json","PROBABILISTIC_OUTPUT_REVIEW;RECIPE_CYCLE;MISSING_PRICE;ZERO_COST;TAG_PRICE_MISSING;PRICE_SOURCE_REVIEW;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PRICE_SOURCE_REVIEW;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;UNKNOWN_BUFF","mynethersdelight:magma_cake_slice","mynethersdelight:magma_cake_slice <- recipe=mynethersdelight:cutting/magma_cake;type=farmersdelight:cutting;output=7;choices=mynethersdelight:magma_cake_block×1;container=NONE -> mynethersdelight:magma_cake_block <- recipe=mynethersdelight:crafting/magma_cake;type=minecraft:crafting_shaped;output=1;choices=minecraft:magma_cream×3 + mynethersdelight:pepper_powder×2 + mynethersdelight:hot_cream×1 + farmersdelight:straw×3;container=NONE -> minecraft:magma_cream=33(人工定价(PROVISIONAL):配方派生(粘液球+烈焰粉)) -> mynethersdelight:pepper_powder <- recipe=mynethersdelight:cutting/bullet_pepper;type=farmersdelight:cutting;output=1;choices=mynethersdelight:bullet_pepper×1;container=NONE -> mynethersdelight:bullet_pepper <- recipe=mynethersdelight:crafting/bullet_papper_crate_alt;type=minecraft:crafting_shapeless;output=9;choices=mynethersdelight:bullet_pepper_crate×1;container=NONE -> mynethersdelight:bullet_pepper_crate <- recipe=mynethersdelight:crafting/bullet_papper_crate;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> mynethersdelight:hot_cream <- recipe=mynethersdelight:cooking/hotcream;type=farmersdelight:cooking;output=1;choices=#c:eggs×1 + mynethersdelight:bullet_pepper×1 + minecraft:magma_cream×1 + minecraft:magma_cream×1;container=PART_OF_RESULT:minecraft:bucket -> #c:eggs=5(已定义) -> mynethersdelight:bullet_pepper <- recipe=mynethersdelight:crafting/bullet_papper_crate_alt;type=minecraft:crafting_shapeless;output=9;choices=mynethersdelight:bullet_pepper_crate×1;container=NONE -> mynethersdelight:bullet_pepper_crate <- recipe=mynethersdelight:crafting/bullet_papper_crate;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> minecraft:magma_cream=33(人工定价(PROVISIONAL):配方派生(粘液球+烈焰粉)) -> minecraft:magma_cream=33(人工定价(PROVISIONAL):配方派生(粘液球+烈焰粉)) -> farmersdelight:straw=2(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:nether_burger","mynethersdelight:crafting/nether_burger","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/nether_burger.json","MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","mynethersdelight:nether_burger","mynethersdelight:nether_burger <- recipe=mynethersdelight:crafting/nether_burger;type=minecraft:crafting_shapeless;output=1;choices=#c:foods/bread×1 + mynethersdelight:cooked_loin×1 + minecraft:crimson_fungus×1 + minecraft:crimson_fungus×1;container=NONE -> #c:foods/bread=12(猜想) -> mynethersdelight:cooked_loin <- recipe=mynethersdelight:hoglin_loin_cooking;type=minecraft:smelting;output=1;choices=;container=NONE -> minecraft:crimson_fungus=8(猜想) -> minecraft:crimson_fungus=8(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:plate_of_stuffed_hoglin_ham","","","","NO_STATIC_RECIPE","mynethersdelight:plate_of_stuffed_hoglin_ham","无可确认静态路径","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:plate_of_stuffed_hoglin_snout","","","","NO_STATIC_RECIPE","mynethersdelight:plate_of_stuffed_hoglin_snout","无可确认静态路径","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:plate_of_stuffed_hoglin","","","","NO_STATIC_RECIPE","mynethersdelight:plate_of_stuffed_hoglin","无可确认静态路径","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:red_loin_on_a_stick","mynethersdelight:crafting/red_loin_on_a_stick","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/red_loin_on_a_stick.json","MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","mynethersdelight:red_loin_on_a_stick","mynethersdelight:red_loin_on_a_stick <- recipe=mynethersdelight:crafting/red_loin_on_a_stick;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:cooked_loin×1 + minecraft:crimson_fungus×1 + minecraft:red_mushroom×1 + minecraft:stick×1;container=NONE -> mynethersdelight:cooked_loin <- recipe=mynethersdelight:hoglin_loin_cooking;type=minecraft:smelting;output=1;choices=;container=NONE -> minecraft:crimson_fungus=8(猜想) -> minecraft:red_mushroom=5(猜想) -> minecraft:stick <- recipe=mynethersdelight:cutting/stick_bamboo;type=farmersdelight:cutting;output=1;choices=minecraft:bamboo×1;container=NONE -> minecraft:bamboo=2(已定义)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:roasted_sausage","mynethersdelight:hoglin_sausage_cooking","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/hoglin_sausage_cooking.json","MISSING_PRICE;ZERO_COST;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","mynethersdelight:roasted_sausage","mynethersdelight:roasted_sausage <- recipe=mynethersdelight:hoglin_sausage_cooking;type=minecraft:smelting;output=1;choices=mynethersdelight:hoglin_sausage×1;container=NONE -> mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:rock_soup","mynethersdelight:cooking/rock_soup","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/rock_soup.json","CO_PRODUCT_ALLOCATION_REVIEW;PROBABILISTIC_OUTPUT_REVIEW;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_CO_PRODUCT_ALLOCATION_REVIEW;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;MIXED_BUFF_REVIEW","mynethersdelight:rock_soup","mynethersdelight:rock_soup <- recipe=mynethersdelight:cooking/rock_soup;type=farmersdelight:cooking;output=1;choices=minecraft:magma_cream×1 + minecraft:magma_cream×1 + mynethersdelight:strider_egg×1 + mynethersdelight:strider_egg×1;container=NONE -> minecraft:magma_cream=33(人工定价(PROVISIONAL):配方派生(粘液球+烈焰粉)) -> minecraft:magma_cream=33(人工定价(PROVISIONAL):配方派生(粘液球+烈焰粉)) -> mynethersdelight:strider_egg <- recipe=mynethersdelight:cutting/strider_egg;type=farmersdelight:cutting;output=1;choices=;container=NONE -> mynethersdelight:strider_egg <- recipe=mynethersdelight:cutting/strider_egg;type=farmersdelight:cutting;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:sausage_and_potatoes","mynethersdelight:cooking/sausage_and_potatoes","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/sausage_and_potatoes.json","MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","mynethersdelight:sausage_and_potatoes","mynethersdelight:sausage_and_potatoes <- recipe=mynethersdelight:cooking/sausage_and_potatoes;type=farmersdelight:cooking;output=1;choices=#c:crops/potato×1 + mynethersdelight:hoglin_sausage×1 + mynethersdelight:hoglin_sausage×1;container=NONE -> #c:crops/potato=4(猜想) -> mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE -> mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:scotch_eggs","mynethersdelight:cooking/scotch_eggs","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/scotch_eggs.json","TAG_PRICE_MISSING;MISSING_PRICE;ZERO_COST;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","mynethersdelight:scotch_eggs","mynethersdelight:scotch_eggs <- recipe=mynethersdelight:cooking/scotch_eggs;type=farmersdelight:cooking;output=1;choices=mynethersdelight:hoglin_sausage×1 + #c:foods/bread×1;container=NONE -> mynethersdelight:hoglin_sausage <- recipe=mynethersdelight:cutting/hoglin_sausage;type=farmersdelight:cutting;output=2;choices=;container=NONE -> #c:foods/bread=12(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:sizzling_pudding","mynethersdelight:crafting/sizzling_pudding","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/sizzling_pudding.json","PROBABILISTIC_OUTPUT_REVIEW;MISSING_PRICE;ZERO_COST;RECIPE_CYCLE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","mynethersdelight:sizzling_pudding","mynethersdelight:sizzling_pudding <- recipe=mynethersdelight:crafting/sizzling_pudding;type=minecraft:crafting_shapeless;output=1;choices=mynethersdelight:ghasmati×1 + #c:drinks/milk×1 + #c:eggs×1 + mynethersdelight:pepper_powder×1 + minecraft:bowl×1;container=NONE -> mynethersdelight:ghasmati <- recipe=mynethersdelight:cutting/ghasmati;type=farmersdelight:cutting;output=1;choices=;container=NONE -> #c:drinks/milk=6(猜想) -> #c:eggs=5(已定义) -> mynethersdelight:pepper_powder <- recipe=mynethersdelight:cutting/bullet_pepper;type=farmersdelight:cutting;output=1;choices=mynethersdelight:bullet_pepper×1;container=NONE -> mynethersdelight:bullet_pepper <- recipe=mynethersdelight:crafting/bullet_papper_crate_alt;type=minecraft:crafting_shapeless;output=9;choices=mynethersdelight:bullet_pepper_crate×1;container=NONE -> mynethersdelight:bullet_pepper_crate <- recipe=mynethersdelight:crafting/bullet_papper_crate;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE -> minecraft:bowl=2(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:slices_of_bread","mynethersdelight:cutting/slices_of_bread","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cutting/slices_of_bread.json","PROBABILISTIC_OUTPUT_REVIEW;MISSING_PRICE;ZERO_COST;ALTERNATIVE_PROBABILISTIC_OUTPUT_REVIEW;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST","mynethersdelight:slices_of_bread","mynethersdelight:slices_of_bread <- recipe=mynethersdelight:cutting/slices_of_bread;type=farmersdelight:cutting;output=5;choices=mynethersdelight:bread_loaf×1;container=NONE -> mynethersdelight:bread_loaf <- recipe=mynethersdelight:bread_loaf_from_smelting;type=minecraft:smelting;output=1;choices=mynethersdelight:ghast_sourdough×1;container=NONE -> mynethersdelight:ghast_sourdough <- recipe=brewinandchewin:fermenting/ghast_sourdough;type=brewinandchewin:fermenting;output=1;choices=mynethersdelight:ghast_dough×1 + mynethersdelight:ghasmati×1;container=NONE -> mynethersdelight:ghast_dough <- recipe=mynethersdelight:crafting/ghast_dough;type=minecraft:crafting_shapeless;output=2;choices=#c:eggs×1 + mynethersdelight:ghasmati×1 + mynethersdelight:ghasmati×1 + #c:eggs×1;container=NONE -> #c:eggs=5(已定义) -> mynethersdelight:ghasmati <- recipe=mynethersdelight:cutting/ghasmati;type=farmersdelight:cutting;output=1;choices=;container=NONE -> mynethersdelight:ghasmati <- recipe=mynethersdelight:cutting/ghasmati;type=farmersdelight:cutting;output=1;choices=;container=NONE -> #c:eggs=5(已定义) -> mynethersdelight:ghasmati <- recipe=mynethersdelight:cutting/ghasmati;type=farmersdelight:cutting;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:spicy_cotton","mynethersdelight:crafting/spicy_cotton","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/crafting/spicy_cotton.json","MISSING_PRICE;TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR","mynethersdelight:spicy_cotton","mynethersdelight:spicy_cotton <- recipe=mynethersdelight:crafting/spicy_cotton;type=minecraft:crafting_shapeless;output=1;choices=minecraft:blaze_rod×1;container=NONE -> minecraft:blaze_rod=45(猜想)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:spicy_curry","mynethersdelight:cooking/spicy_curry","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/spicy_curry.json","TAG_PRICE_MISSING;INVALID_INGREDIENT_STACK;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_INVALID_INGREDIENT_STACK;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;MIXED_BUFF_REVIEW","mynethersdelight:spicy_curry","mynethersdelight:spicy_curry <- recipe=mynethersdelight:cooking/spicy_curry;type=farmersdelight:cooking;output=1;choices=#c:foods/raw_meat×1 + #c:drinks/milk×1 + #c:crops/rice×1 + farmersdelight:pumpkin_slice×1;container=NONE -> #c:foods/raw_meat=12(缺省猜想) -> #c:drinks/milk=6(猜想) -> #c:crops/rice=5(已定义) -> farmersdelight:pumpkin_slice=5(配方派生)","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:spicy_hoglin_stew","mynethersdelight:cooking/spicy_hoglin_stew","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/spicy_hoglin_stew.json","MISSING_PRICE;ZERO_COST;RECIPE_CYCLE;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_MISSING_PRICE;ALTERNATIVE_ZERO_COST;ALTERNATIVE_RECIPE_CYCLE;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;MIXED_BUFF_REVIEW","mynethersdelight:spicy_hoglin_stew","mynethersdelight:spicy_hoglin_stew <- recipe=mynethersdelight:cooking/spicy_hoglin_stew;type=farmersdelight:cooking;output=1;choices=mynethersdelight:cooked_loin×1 + #c:crops/potato×1 + #c:crops/carrot×1 + mynethersdelight:bullet_pepper×1;container=NONE -> mynethersdelight:cooked_loin <- recipe=mynethersdelight:hoglin_loin_cooking;type=minecraft:smelting;output=1;choices=;container=NONE -> #c:crops/potato=4(猜想) -> #c:crops/carrot=4(猜想) -> mynethersdelight:bullet_pepper <- recipe=mynethersdelight:crafting/bullet_papper_crate_alt;type=minecraft:crafting_shapeless;output=9;choices=mynethersdelight:bullet_pepper_crate×1;container=NONE -> mynethersdelight:bullet_pepper_crate <- recipe=mynethersdelight:crafting/bullet_papper_crate;type=minecraft:crafting_shapeless;output=1;choices=;container=NONE","补齐证据后复审，不写入正式池","REVIEW"
"mynethersdelight:spicy_noodle_soup","mynethersdelight:cooking/spicy_noodle_soup","[农夫乐事-下界乐事]MyNethersDelight-1.21.1-1.10.4.jar","data/mynethersdelight/recipe/cooking/spicy_noodle_soup.json","TAG_PRICE_MISSING;PROVISIONAL_PRICE_ANCHOR;ALTERNATIVE_TAG_PRICE_MISSING;ALTERNATIVE_PROVISIONAL_PRICE_ANCHOR;MIXED_BUFF_REVIEW","mynethersdelight:spicy_noodle_soup","mynethersdelight:spicy_noodle_soup <- recipe=mynethersdelight:cooking/spicy_noodle_soup;type=farmersdelight:cooking;output=1;choices=#c:foods/cooked_egg×1;container=NONE -> #c:foods/cooked_egg=8(缺省猜想)","补齐证据后复审，不写入正式池","REVIEW"
