配方ID,产物,数量,机器,原料,附加参数
pot_egg_to_fried_egg_5,煎蛋(kaleidoscope_cookery:fried_egg),5,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs),
pot_egg_to_fried_egg_6,煎蛋(kaleidoscope_cookery:fried_egg),6,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs),
pot_egg_to_fried_egg_7,煎蛋(kaleidoscope_cookery:fried_egg),7,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs),
pot_egg_to_fried_egg_8,煎蛋(kaleidoscope_cookery:fried_egg),8,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs),
pot_egg_to_fried_egg_9,煎蛋(kaleidoscope_cookery:fried_egg),9,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs) + 蛋(#c:eggs),
pot_fish_flavored_shredded_pork,鱼香肉丝(kaleidoscope_cookery:fish_flavored_shredded_pork),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",蘑菇(#c:mushrooms) + 蘑菇(#c:mushrooms) + 生猪排(#c:foods/raw_pork) + 生猪排(#c:foods/raw_pork) + 辣椒(#c:crops/chilipepper) + 辣椒(#c:crops/chilipepper),载体:碗(minecraft:bowl)
pot_fondant_pie,翻糖派(kaleidoscope_cookery:fondant_pie),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",糖(minecraft:sugar) + 糖(minecraft:sugar) + 糖(minecraft:sugar) + 糖(minecraft:sugar) + 南瓜派(minecraft:pumpkin_pie) + 南瓜派(minecraft:pumpkin_pie) + 南瓜派(minecraft:pumpkin_pie) + 南瓜派(minecraft:pumpkin_pie),载体:碗(minecraft:bowl)
pot_fondant_spider_eye,翻糖蛛眼(kaleidoscope_cookery:fondant_spider_eye),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",糖(minecraft:sugar) + 糖(minecraft:sugar) + 糖(minecraft:sugar) + 糖(minecraft:sugar) + 蜘蛛眼(minecraft:spider_eye) + 蜘蛛眼(minecraft:spider_eye) + 蜘蛛眼(minecraft:spider_eye) + 蜘蛛眼(minecraft:spider_eye),载体:碗(minecraft:bowl)
pot_fried_caterpillar,油炸猪儿虫(kaleidoscope_cookery:fried_caterpillar),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",毛虫(#kaleidoscope_cookery:caterpillars) + 毛虫(#kaleidoscope_cookery:caterpillars) + 毛虫(#kaleidoscope_cookery:caterpillars),载体:碗(minecraft:bowl)
pot_fried_spring_roll,炸春卷(kaleidoscope_cookery:fried_spring_roll),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",幻翼膜(minecraft:phantom_membrane) + 幻翼膜(minecraft:phantom_membrane) + 生猪排(#c:foods/raw_pork) + 生猪排(#c:foods/raw_pork) + 生猪排(#c:foods/raw_pork) + 生猪排(#c:foods/raw_pork) + 蘑菇(#c:mushrooms) + 蘑菇(#c:mushrooms),载体:碗(minecraft:bowl)
pot_frost_lamb_chop,凛冬羊排(kaleidoscope_cookery:frost_lamb_chop),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",蓝冰(minecraft:blue_ice) + 蓝冰(minecraft:blue_ice) + 蓝冰(minecraft:blue_ice) + 生羊肉(#c:foods/raw_mutton) + 生羊肉(#c:foods/raw_mutton) + 生羊肉(#c:foods/raw_mutton),载体:碗(minecraft:bowl)
pot_kelp_to_dried_kelp_1,干海带(minecraft:dried_kelp),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",海带(minecraft:kelp),
pot_kelp_to_dried_kelp_2,干海带(minecraft:dried_kelp),2,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",海带(minecraft:kelp) + 海带(minecraft:kelp),
pot_kelp_to_dried_kelp_3,干海带(minecraft:dried_kelp),3,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp),
pot_kelp_to_dried_kelp_4,干海带(minecraft:dried_kelp),4,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp),
pot_kelp_to_dried_kelp_5,干海带(minecraft:dried_kelp),5,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp),
pot_kelp_to_dried_kelp_6,干海带(minecraft:dried_kelp),6,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp),
pot_kelp_to_dried_kelp_7,干海带(minecraft:dried_kelp),7,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp),
pot_kelp_to_dried_kelp_8,干海带(minecraft:dried_kelp),8,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp),
pot_kelp_to_dried_kelp_9,干海带(minecraft:dried_kelp),9,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp) + 海带(minecraft:kelp),
pot_mutton_to_cooked_mutton_1,熟羊肉(minecraft:cooked_mutton),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生羊肉(minecraft:mutton),
pot_mutton_to_cooked_mutton_2,熟羊肉(minecraft:cooked_mutton),2,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton),
pot_mutton_to_cooked_mutton_3,熟羊肉(minecraft:cooked_mutton),3,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton),
pot_mutton_to_cooked_mutton_4,熟羊肉(minecraft:cooked_mutton),4,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton),
pot_mutton_to_cooked_mutton_5,熟羊肉(minecraft:cooked_mutton),5,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton),
pot_mutton_to_cooked_mutton_6,熟羊肉(minecraft:cooked_mutton),6,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton),
pot_mutton_to_cooked_mutton_7,熟羊肉(minecraft:cooked_mutton),7,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton),
pot_mutton_to_cooked_mutton_8,熟羊肉(minecraft:cooked_mutton),8,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton),
pot_mutton_to_cooked_mutton_9,熟羊肉(minecraft:cooked_mutton),9,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton) + 生羊肉(minecraft:mutton),
pot_oil_splashed_fish,油泼鱼(kaleidoscope_cookery:oil_splashed_fish),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生鱼(#c:raw_fishes) + 生鱼(#c:raw_fishes) + 生鱼(#c:raw_fishes) + 生鱼(#c:raw_fishes) + 生鱼(#c:raw_fishes) + 生鱼(#c:raw_fishes) + 辣椒(#c:crops/chilipepper) + 辣椒(#c:crops/chilipepper),载体:碗(minecraft:bowl)
pot_pan_seared_knight_steak,香煎骑士牛排(kaleidoscope_cookery:pan_seared_knight_steak),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",骨头(minecraft:bone) + 骨头(minecraft:bone) + 骨头(minecraft:bone) + 甜浆果(minecraft:sweet_berries) + 甜浆果(minecraft:sweet_berries) + 甜浆果(minecraft:sweet_berries) + 生牛肉(#c:foods/raw_beef) + 生牛肉(#c:foods/raw_beef),载体:碗(minecraft:bowl)
pot_porkchop_to_cooked_porkchop_1,熟猪排(minecraft:cooked_porkchop),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生猪排(minecraft:porkchop),
pot_porkchop_to_cooked_porkchop_2,熟猪排(minecraft:cooked_porkchop),2,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop),
pot_porkchop_to_cooked_porkchop_3,熟猪排(minecraft:cooked_porkchop),3,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop),
pot_porkchop_to_cooked_porkchop_4,熟猪排(minecraft:cooked_porkchop),4,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop),
pot_porkchop_to_cooked_porkchop_5,熟猪排(minecraft:cooked_porkchop),5,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop),
pot_porkchop_to_cooked_porkchop_6,熟猪排(minecraft:cooked_porkchop),6,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop),
pot_porkchop_to_cooked_porkchop_7,熟猪排(minecraft:cooked_porkchop),7,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop),
pot_porkchop_to_cooked_porkchop_8,熟猪排(minecraft:cooked_porkchop),8,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop),
pot_porkchop_to_cooked_porkchop_9,熟猪排(minecraft:cooked_porkchop),9,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop) + 生猪排(minecraft:porkchop),
pot_potato_to_baked_potato_1,烤马铃薯(minecraft:baked_potato),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",马铃薯(minecraft:potato),
pot_potato_to_baked_potato_2,烤马铃薯(minecraft:baked_potato),2,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",马铃薯(minecraft:potato) + 马铃薯(minecraft:potato),
pot_potato_to_baked_potato_3,烤马铃薯(minecraft:baked_potato),3,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato),
pot_potato_to_baked_potato_4,烤马铃薯(minecraft:baked_potato),4,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato),
pot_potato_to_baked_potato_5,烤马铃薯(minecraft:baked_potato),5,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato),
pot_potato_to_baked_potato_6,烤马铃薯(minecraft:baked_potato),6,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato),
pot_potato_to_baked_potato_7,烤马铃薯(minecraft:baked_potato),7,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato),
pot_potato_to_baked_potato_8,烤马铃薯(minecraft:baked_potato),8,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato),
pot_potato_to_baked_potato_9,烤马铃薯(minecraft:baked_potato),9,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato) + 马铃薯(minecraft:potato),
pot_rabbit_to_cooked_rabbit_1,熟兔肉(minecraft:cooked_rabbit),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生兔肉(minecraft:rabbit),
pot_rabbit_to_cooked_rabbit_2,熟兔肉(minecraft:cooked_rabbit),2,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit),
pot_rabbit_to_cooked_rabbit_3,熟兔肉(minecraft:cooked_rabbit),3,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit),
pot_rabbit_to_cooked_rabbit_4,熟兔肉(minecraft:cooked_rabbit),4,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit),
pot_rabbit_to_cooked_rabbit_5,熟兔肉(minecraft:cooked_rabbit),5,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit),
pot_rabbit_to_cooked_rabbit_6,熟兔肉(minecraft:cooked_rabbit),6,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit),
pot_rabbit_to_cooked_rabbit_7,熟兔肉(minecraft:cooked_rabbit),7,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit),
pot_rabbit_to_cooked_rabbit_8,熟兔肉(minecraft:cooked_rabbit),8,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit),
pot_rabbit_to_cooked_rabbit_9,熟兔肉(minecraft:cooked_rabbit),9,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit) + 生兔肉(minecraft:rabbit),
pot_raw_cow_offal_to_cooked_cow_offal_1,熟牛杂(kaleidoscope_cookery:cooked_cow_offal),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生牛杂(kaleidoscope_cookery:raw_cow_offal),
pot_raw_cow_offal_to_cooked_cow_offal_2,熟牛杂(kaleidoscope_cookery:cooked_cow_offal),2,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal),
pot_raw_cow_offal_to_cooked_cow_offal_3,熟牛杂(kaleidoscope_cookery:cooked_cow_offal),3,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal),
pot_raw_cow_offal_to_cooked_cow_offal_4,熟牛杂(kaleidoscope_cookery:cooked_cow_offal),4,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal),
pot_raw_cow_offal_to_cooked_cow_offal_5,熟牛杂(kaleidoscope_cookery:cooked_cow_offal),5,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal),
pot_raw_cow_offal_to_cooked_cow_offal_6,熟牛杂(kaleidoscope_cookery:cooked_cow_offal),6,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal),
pot_raw_cow_offal_to_cooked_cow_offal_7,熟牛杂(kaleidoscope_cookery:cooked_cow_offal),7,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal),
pot_raw_cow_offal_to_cooked_cow_offal_8,熟牛杂(kaleidoscope_cookery:cooked_cow_offal),8,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal),
pot_raw_cow_offal_to_cooked_cow_offal_9,熟牛杂(kaleidoscope_cookery:cooked_cow_offal),9,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal) + 生牛杂(kaleidoscope_cookery:raw_cow_offal),
pot_raw_cut_small_meats_to_cooked_cut_small_meats_1,熟切制小肉(kaleidoscope_cookery:cooked_cut_small_meats),1,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生切制小肉(kaleidoscope_cookery:raw_cut_small_meats),
pot_raw_cut_small_meats_to_cooked_cut_small_meats_2,熟切制小肉(kaleidoscope_cookery:cooked_cut_small_meats),2,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats),
pot_raw_cut_small_meats_to_cooked_cut_small_meats_3,熟切制小肉(kaleidoscope_cookery:cooked_cut_small_meats),3,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats),
pot_raw_cut_small_meats_to_cooked_cut_small_meats_4,熟切制小肉(kaleidoscope_cookery:cooked_cut_small_meats),4,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats),
pot_raw_cut_small_meats_to_cooked_cut_small_meats_5,熟切制小肉(kaleidoscope_cookery:cooked_cut_small_meats),5,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats),
pot_raw_cut_small_meats_to_cooked_cut_small_meats_6,熟切制小肉(kaleidoscope_cookery:cooked_cut_small_meats),6,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats),
pot_raw_cut_small_meats_to_cooked_cut_small_meats_7,熟切制小肉(kaleidoscope_cookery:cooked_cut_small_meats),7,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats),
pot_raw_cut_small_meats_to_cooked_cut_small_meats_8,熟切制小肉(kaleidoscope_cookery:cooked_cut_small_meats),8,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats),
pot_raw_cut_small_meats_to_cooked_cut_small_meats_9,熟切制小肉(kaleidoscope_cookery:cooked_cut_small_meats),9,"炒锅(置于炉灶上,依次加油/加料/翻炒/盛菜)",生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats),
