"配方 ID","产物序号","产物中文名","产物 ID","数量","是否可食用","饥饿值","饱食度","食用效果/BUFF"
"kaleidoscope_cookery:stockpot/hot_dry_noodles","1","热干面","kaleidoscope_cookery:hot_dry_noodles","1","是","14","18.004","生机 9600tick 1级 概率1"
"kaleidoscope_cookery:chair_mangrove","1","红树木椅子","kaleidoscope_cookery:chair_mangrove","1","否","","",""
"kaleidoscope_cookery:shengjian_mantou_plate","1","一盘水煎包","kaleidoscope_cookery:shengjian_mantou_plate","1","否","","",""
"kaleidoscope_cookery:steamer/baozi","1","包子","kaleidoscope_cookery:baozi","1","是","8","16","伤害吸收 1600tick 1级 概率1"
"farmersdelight:beetroot_from_crate","1","甜菜根","minecraft:beetroot","9","是","1","1.2",""
"farmersdelight:cooked_salmon_slice_from_smoking","1","熟鲑鱼片","farmersdelight:cooked_salmon_slice","1","是","3","4.8",""
"spawn:chiseled_blasted_sandstone","1","雕纹荒砂岩","spawn:chiseled_blasted_sandstone","1","否","","",""
"farmersdelight:straw","1","草秆","farmersdelight:straw","9","否","","",""
"farmersdelight:cutting/cornflower","1","蓝色染料","minecraft:blue_dye","2","否","","",""
"kaleidoscope_cookery:cook_stool_dark_oak","1","深色橡木厨娘凳","kaleidoscope_cookery:cook_stool_dark_oak","1","否","","",""
"farmersdelight:cutting/birch_wood","1","去皮白桦木","minecraft:stripped_birch_wood","1","否","","",""
"spawn:blasted_sandstone_slab","1","荒砂岩台阶","spawn:blasted_sandstone_slab","6","否","","",""
"farmersdelight:shepherds_pie_block","1","牧羊人派","farmersdelight:shepherds_pie_block","1","否","","",""
"spawn:reefstone_tile_wall_from_reefstone_tiles_stonecutting","1","礁石墙","spawn:reefstone_tile_wall","1","否","","",""
"kaleidoscope_cookery:millstone/gunpowder_from_flint","1","火药","minecraft:gunpowder","1","否","","",""
"farmersdelight:cutting/kelp_roll","1","海带寿司","farmersdelight:kelp_roll_slice","3","是","6","6",""
"farmersdelight:salvaging/warped_furniture","1","诡异木板","minecraft:warped_planks","1","否","","",""
"farmersdelight:salvaging/mangrove_furniture","1","红树木板","minecraft:mangrove_planks","1","否","","",""
"kaleidoscope_cookery:millstone","1","石磨","kaleidoscope_cookery:millstone","1","否","","",""
"farmersdelight:apple_pie_from_slices","1","苹果派","farmersdelight:apple_pie","1","否","","",""
"kaleidoscope_cookery:sticky_rice_cake_plate","1","一盘糍粑","kaleidoscope_cookery:sticky_rice_cake_plate","1","否","","",""
"farmersdelight:cutting/wooden_basket","1","粗布","farmersdelight:canvas","1","否","","",""
"kaleidoscope_cookery:raw_meatball","1","生丸子","kaleidoscope_cookery:raw_meatball","1","是","4","2.4",""
"kaleidoscope_cookery:teapot/biluochun","1","碧螺春","kaleidoscope_cookery:biluochun","1","否","","",""
"kaleidoscope_cookery:millstone/cyan_dye_from_pitcher_plant","1","青色染料","minecraft:cyan_dye","2","否","","",""
"spawn:cooked_bluefish_from_smoking","1","熟扁鲹","spawn:cooked_bluefish","1","是","6","9.6",""
"spawn:clam_case_red","1","红色蚌盒","spawn:clam_case_red","1","否","","",""
"kaleidoscope_cookery:flex_stockpot/warped_fungus_pot_soup","1","诡异菌瓦罐汤","kaleidoscope_cookery:warped_fungus_pot_soup","1","是","18","24.012","抗火 2400tick 1级 概率1"
"spawn:cutting/herring","1","鲱鱼片","spawn:herring_slice","2","是","1","0.2",""
"farmersdelight:pink_canvas_sign","1","粉红色粗布告示牌","farmersdelight:pink_canvas_sign","1","否","","",""
"farmersdelight:cooked_mutton_chops","1","屏障","minecraft:barrier","1","否","","",""
"kaleidoscope_cookery:chopping_board/sashimi_from_tropical_fish","1","刺身","kaleidoscope_cookery:sashimi","2","是","1","1",""
"farmersdelight:roast_chicken_block","1","烤鸡","farmersdelight:roast_chicken_block","1","否","","",""
"kaleidoscope_cookery:farmer_chest_plate","1","农夫围裙","kaleidoscope_cookery:farmer_chest_plate","1","否","","",""
"kaleidoscope_cookery:pot/braised_beef","1","红烧牛肉","kaleidoscope_cookery:braised_beef","1","是","9","10.998","活力 1800tick 1级 概率1"
"farmersdelight:cooked_chicken_cuts","1","熟鸡肉丁","farmersdelight:cooked_chicken_cuts","1","是","3","3.6000001",""
"farmersdelight:cutting/beef","1","牛肉馅","farmersdelight:minced_beef","2","是","2","1.2",""
"kaleidoscope_cookery:stockpot/seafood_miso_soup_cod_entity","1","海鲜味噌汤","kaleidoscope_cookery:seafood_miso_soup","1","是","6","8.004","水下呼吸 9600tick 1级 概率1"
"kaleidoscope_cookery:flex_stockpot/borscht","1","罗宋汤","kaleidoscope_cookery:borscht","1","是","6","8.004","胀气 3600tick 1级 概率1"
"kaleidoscope_cookery:flex_stockpot/four_joy_meatball_soup","1","四喜丸子汤","kaleidoscope_cookery:four_joy_meatball_soup","1","是","13","15.99","温暖 1600tick 1级 概率1"
"kaleidoscope_cookery:millstone/quartz_from_nether_quartz_ore","1","下界石英","minecraft:quartz","3","否","","",""
"spawn:cutting/rotten_wood","1","去皮腐木","spawn:stripped_rotten_wood","1","否","","",""
"kaleidoscope_cookery:steamer/mantou","1","馒头","kaleidoscope_cookery:mantou","1","是","6","10.799999",""
"kaleidoscope_cookery:millstone/gold_nugget_from_nether_gold_ore","1","金粒","minecraft:gold_nugget","5","否","","",""
"kaleidoscope_cookery:flex_pot/pan_seared_knight_steak","1","香煎骑士牛排","kaleidoscope_cookery:pan_seared_knight_steak","1","是","13","15.99","饱腹代偿 1800tick 1级 概率1"
"farmersdelight:organic_compost_from_tree_bark","1","有机堆肥","farmersdelight:organic_compost","1","否","","",""
"ordertocook:board","1","立牌","ordertocook:board","1","否","","",""
"kaleidoscope_cookery:millstone/black_dye_from_wither_rose","1","黑色染料","minecraft:black_dye","2","否","","",""
"kaleidoscope_cookery:trash_can","1","垃圾桶","kaleidoscope_cookery:trash_can","1","否","","",""
"farmersdelight:potato_from_crate","1","马铃薯","minecraft:potato","9","是","1","0.6",""
"kaleidoscope_cookery:millstone/lapis_lazuli_from_deepslate_lapis_ore","1","青金石","minecraft:lapis_lazuli","7","否","","",""
"farmersdelight:beef_patty_from_campfire_cooking","1","牛肉饼","farmersdelight:beef_patty","1","是","4","6.4",""
"kaleidoscope_cookery:chopping_board/raw_cow_offal","1","生牛杂","kaleidoscope_cookery:raw_cow_offal","2","是","2","1.2",""
"farmersdelight:barbecue_stick","1","烧烤串","farmersdelight:barbecue_stick","1","是","8","14.4",""
"farmersdelight:stuffed_potato","1","填馅马铃薯","farmersdelight:stuffed_potato","1","是","10","14",""
"farmersdelight:cooking/rabbit_stew","1","兔肉煲","minecraft:rabbit_stew","1","是","14","21","滋养 6000tick 1级 概率1"
"kaleidoscope_cookery:pot/spicy_chicken","1","辣子鸡","kaleidoscope_cookery:spicy_chicken","1","是","20","22","饱腹代偿 1600tick 1级 概率1"
"farmersdelight:pot/add/cooked_bacon","1","熟培根","farmersdelight:cooked_bacon","1","是","4","6.4",""
"farmersdelight:rice_bale","1","稻穗捆","farmersdelight:rice_bale","1","否","","",""
"spawn:cooked_bluefish_slice_from_smoking","1","熟扁鲹片","spawn:cooked_bluefish_slice","1","是","3","3",""
"farmersdelight:chopping_board/add/pumpkin_slice","1","南瓜片","farmersdelight:pumpkin_slice","4","是","3","1.8000001",""
"kaleidoscope_cookery:stockpot/borscht","1","罗宋汤","kaleidoscope_cookery:borscht","1","是","6","8.004","胀气 3600tick 1级 概率1"
"kaleidoscope_cookery:sticky_candy_plate","1","一盘牛皮糖","kaleidoscope_cookery:sticky_candy_plate","1","否","","",""
"spawn:cooked_herring_slice_from_campfire_cooking","1","熟鲱鱼片","spawn:cooked_herring_slice","1","是","2","1.2",""
"farmersdelight:light_blue_hanging_canvas_sign","1","悬挂式淡蓝色粗布告示牌","farmersdelight:light_blue_hanging_canvas_sign","1","否","","",""
"kaleidoscope_cookery:millstone/string_from_light_gray_wool","1","线","minecraft:string","3","否","","",""
"farmersdelight:cooked_salmon_slice_from_campfire_cooking","1","熟鲑鱼片","farmersdelight:cooked_salmon_slice","1","是","3","4.8",""
"kaleidoscope_cookery:stockpot/beef_meatball_soup","1","牛丸汤","kaleidoscope_cookery:beef_meatball_soup","1","是","6","8.004","温暖 9600tick 1级 概率1"
"kaleidoscope_cookery:millstone/pink_dye_from_peony","1","粉红色染料","minecraft:pink_dye","3","否","","",""
"farmersdelight:packed_mud_from_straw","1","泥坯","minecraft:packed_mud","2","否","","",""
"kaleidoscope_cookery:pot/spicy_rabbit_head","1","麻辣兔头","kaleidoscope_cookery:spicy_rabbit_head","1","是","13","15.99","温暖 1600tick 1级 概率1"
"kaleidoscope_cookery:chair_warped","1","诡异木椅子","kaleidoscope_cookery:chair_warped","1","否","","",""
"kaleidoscope_cookery:chopping_board","1","菜板","kaleidoscope_cookery:chopping_board","1","否","","",""
"kaleidoscope_cookery:stockpot/pufferfish_soup_entity","1","河豚汤","kaleidoscope_cookery:pufferfish_soup","1","是","4","0","芥末 12000tick 1级 概率1"
"farmersdelight:straw_bale","1","草捆","farmersdelight:straw_bale","1","否","","",""
"farmersdelight:gray_hanging_canvas_sign","1","悬挂式灰色粗布告示牌","farmersdelight:gray_hanging_canvas_sign","1","否","","",""
"kaleidoscope_cookery:flex_stockpot/laba_congee","1","腊八粥","kaleidoscope_cookery:laba_congee","1","是","12","12","温暖 6000tick 1级 概率1"
"farmersdelight:pumpkin_pie_from_pie_crust","1","南瓜派","minecraft:pumpkin_pie","2","是","8","4.8",""
"spawn:potted_sweet_berries","1","Potted Sweet Berries","spawn:potted_sweet_berries","1","否","","",""
"kaleidoscope_cookery:millstone/polished_basalt_from_basalt","1","磨制玄武岩","minecraft:polished_basalt","1","否","","",""
"farmersdelight:fried_egg_from_campfire_cooking","1","煎蛋","kaleidoscope_cookery:fried_egg","1","是","4","4",""
"farmersdelight:cutting/oak_log","1","去皮橡木原木","minecraft:stripped_oak_log","1","否","","",""
"kaleidoscope_cookery:millstone/quartz_from_quartz_block","1","下界石英","minecraft:quartz","3","否","","",""
"kaleidoscope_cookery:stockpot/laba_congee","1","腊八粥","kaleidoscope_cookery:laba_congee","1","是","12","12","温暖 6000tick 1级 概率1"
"kaleidoscope_cookery:stockpot/rice_1","1","米饭","kaleidoscope_cookery:cooked_rice","1","是","6","12",""
"kaleidoscope_cookery:stockpot/rice_5","1","米饭","kaleidoscope_cookery:cooked_rice","5","是","6","12",""
"kaleidoscope_cookery:stockpot/rice_4","1","米饭","kaleidoscope_cookery:cooked_rice","4","是","6","12",""
"kaleidoscope_cookery:stockpot/rice_3","1","米饭","kaleidoscope_cookery:cooked_rice","3","是","6","12",""
"kaleidoscope_cookery:stockpot/rice_2","1","米饭","kaleidoscope_cookery:cooked_rice","2","是","6","12",""
"kaleidoscope_cookery:stockpot/rice_9","1","米饭","kaleidoscope_cookery:cooked_rice","9","是","6","12",""
"kaleidoscope_cookery:stockpot/rice_8","1","米饭","kaleidoscope_cookery:cooked_rice","8","是","6","12",""
"kaleidoscope_cookery:stockpot/rice_7","1","米饭","kaleidoscope_cookery:cooked_rice","7","是","6","12",""
"kaleidoscope_cookery:stockpot/rice_6","1","米饭","kaleidoscope_cookery:cooked_rice","6","是","6","12",""
"farmersdelight:stove","1","炉灶","farmersdelight:stove","1","否","","",""
"spawn:heliostone_slab_stonecutting","1","日光石台阶","spawn:heliostone_slab","2","否","","",""
"farmersdelight:carrot_crate","1","箱装胡萝卜","farmersdelight:carrot_crate","1","否","","",""
"spawn:rotten_hanging_sign","1","悬挂式腐木告示牌","spawn:rotten_hanging_sign","6","否","","",""
"spawn:bone_meal_from_shell_fragments","1","骨粉","minecraft:bone_meal","3","否","","",""
"kaleidoscope_cookery:pot/frost_lamb_chop","1","凛冬羊排","kaleidoscope_cookery:frost_lamb_chop","1","是","13","15.99","寒带疾行 1600tick 1级 概率1"
"spawn:bluefish_roll","1","扁鲹寿司","spawn:bluefish_roll","2","是","7","8.400001",""
"kaleidoscope_cookery:tomato_seed","1","番茄种子","kaleidoscope_cookery:tomato_seed","1","否","","",""
"kaleidoscope_cookery:millstone/polished_granite_from_granite","1","磨制花岗岩","minecraft:polished_granite","1","否","","",""
"spawn:yellow_dye_from_spawn_sunflower","1","黄色染料","minecraft:yellow_dye","2","否","","",""
"kaleidoscope_cookery:chopping_board/raw_cut_small_meats_from_rabbit","1","生切制小肉","kaleidoscope_cookery:raw_cut_small_meats","2","是","2","1.2",""
"farmersdelight:magenta_hanging_canvas_sign","1","悬挂式品红色粗布告示牌","farmersdelight:magenta_hanging_canvas_sign","1","否","","",""
"kaleidoscope_cookery:steamer","1","蒸笼","kaleidoscope_cookery:steamer","1","否","","",""
"kaleidoscope_cookery:millstone/emerald_from_deepslate_emerald_ore","1","绿宝石","minecraft:emerald","2","否","","",""
"spawn:smooth_blasted_sandstone_slab","1","平滑荒砂岩台阶","spawn:smooth_blasted_sandstone_slab","6","否","","",""
"kaleidoscope_cookery:chair_cherry","1","樱花木椅子","kaleidoscope_cookery:chair_cherry","1","否","","",""
"kaleidoscope_cookery:cook_stool_cherry","1","樱花木厨娘凳","kaleidoscope_cookery:cook_stool_cherry","1","否","","",""
"farmersdelight:salvaging/cherry_chest_boat","1","樱花木船","minecraft:cherry_boat","1","否","","",""
"farmersdelight:milk_bucket_from_bottles","1","奶桶","minecraft:milk_bucket","1","否","","",""
"kaleidoscope_cookery:pot/sticky_candy","1","牛皮糖","kaleidoscope_cookery:sticky_candy","1","是","6","12",""
"farmersdelight:cutting/jungle_wood","1","去皮丛林木","minecraft:stripped_jungle_wood","1","否","","",""
"farmersdelight:cutting/cooked_chicken","1","熟鸡肉丁","farmersdelight:cooked_chicken_cuts","2","是","3","3.6000001",""
"farmersdelight:egg_sandwich","1","夹蛋三明治","farmersdelight:egg_sandwich","1","是","8","12.8",""
"spawn:escargot","1","法式蜗牛","spawn:escargot","1","是","4","6.4",""
"kaleidoscope_cookery:gold_kitchen_knife","1","金菜刀","kaleidoscope_cookery:gold_kitchen_knife","1","否","","",""
"kaleidoscope_cookery:raw_dough_steamer","1","蒸笼","kaleidoscope_cookery:steamer","1","否","","",""
"farmersdelight:purple_canvas_sign","1","紫色粗布告示牌","farmersdelight:purple_canvas_sign","1","否","","",""
"farmersdelight:brown_hanging_canvas_sign","1","悬挂式棕色粗布告示牌","farmersdelight:brown_hanging_canvas_sign","1","否","","",""
"kaleidoscope_cookery:millstone/amethyst_shard_from_amethyst_block","1","紫水晶碎片","minecraft:amethyst_shard","3","否","","",""
"kaleidoscope_cookery:millstone/coal_from_coal_ore","1","煤炭","minecraft:coal","3","否","","",""
"spawn:hamster_wheel","1","仓鼠轮","spawn:hamster_wheel","1","否","","",""
"kaleidoscope_cookery:millstone/polished_diorite_from_diorite","1","磨制闪长岩","minecraft:polished_diorite","1","否","","",""
"kaleidoscope_cookery:pot/cod_to_cooked_cod_3","1","熟鳕鱼","minecraft:cooked_cod","3","是","5","6",""
"kaleidoscope_cookery:pot/cod_to_cooked_cod_2","1","熟鳕鱼","minecraft:cooked_cod","2","是","5","6",""
"kaleidoscope_cookery:pot/cod_to_cooked_cod_1","1","熟鳕鱼","minecraft:cooked_cod","1","是","5","6",""
"kaleidoscope_cookery:pot/cod_to_cooked_cod_7","1","熟鳕鱼","minecraft:cooked_cod","7","是","5","6",""
"kaleidoscope_cookery:pot/cod_to_cooked_cod_6","1","熟鳕鱼","minecraft:cooked_cod","6","是","5","6",""
"kaleidoscope_cookery:pot/cod_to_cooked_cod_5","1","熟鳕鱼","minecraft:cooked_cod","5","是","5","6",""
"kaleidoscope_cookery:pot/cod_to_cooked_cod_4","1","熟鳕鱼","minecraft:cooked_cod","4","是","5","6",""
"kaleidoscope_cookery:pot/cod_to_cooked_cod_9","1","熟鳕鱼","minecraft:cooked_cod","9","是","5","6",""
"kaleidoscope_cookery:pot/cod_to_cooked_cod_8","1","熟鳕鱼","minecraft:cooked_cod","8","是","5","6",""
"kaleidoscope_cookery:table_oak","1","橡木餐桌","kaleidoscope_cookery:table_oak","1","否","","",""
"farmersdelight:cooking/pasta_with_mutton_chop","1","羊排意面","farmersdelight:pasta_with_mutton_chop","1","是","12","19.2","滋养 3600tick 1级 概率1"
"spawn:bone_meal_from_dead_sea_urchin","1","骨粉","minecraft:bone_meal","2","否","","",""
"kaleidoscope_cookery:flex_stockpot/crimson_fungus_pot_soup","1","绯红菌瓦罐汤","kaleidoscope_cookery:crimson_fungus_pot_soup","1","是","18","24.012","抗火 2400tick 1级 概率1"
"spawn:reefstone_tile_slab_from_reefstone_tiles_stonecutting","1","礁石台阶","spawn:reefstone_tile_slab","2","否","","",""
"spawn:cooked_clam_from_smoking","1","熟蚌肉","spawn:cooked_clam","1","是","3","3",""
"farmersdelight:salvaging/tnt_minecart","1","矿车","minecraft:minecart","1","否","","",""
"farmersdelight:cabbage_from_leaves","1","卷心菜","farmersdelight:cabbage","1","是","2","1.6",""
"spawn:cooked_dodo_from_smoking","1","熟渡渡鸟肉","spawn:cooked_dodo","1","是","20","56","力量 1200tick 2级 概率1"
"spawn:reefstone_tile_wall","1","礁石墙","spawn:reefstone_tile_wall","6","否","","",""
"farmersdelight:salvaging/acacia_chest_boat","1","金合欢木船","minecraft:acacia_boat","1","否","","",""
"farmersdelight:salvaging/deepslate","1","深板岩圆石","minecraft:cobbled_deepslate","1","否","","",""
"farmersdelight:bamboo_cabinet","1","竹橱柜","farmersdelight:bamboo_cabinet","1","否","","",""
"farmersdelight:salvaging/nether_bricks","1","下界砖","minecraft:nether_brick","4","否","","",""
"kaleidoscope_cookery:flex_pot/fried_caterpillar","1","油炸猪儿虫","kaleidoscope_cookery:fried_caterpillar","1","是","12","19.2","胀气 200tick 1级 概率1"
"farmersdelight:salmon_roll","1","鲑鱼寿司","farmersdelight:salmon_roll","2","是","7","8.400001",""
"kaleidoscope_cookery:chopping_board/bone_from_salmon","1","骨头","minecraft:bone","2","否","","",""
"farmersdelight:cutting/gravel","1","沙砾","minecraft:gravel","1","否","","",""
"spawn:cooked_herring","1","熟鲱鱼","spawn:cooked_herring","1","是","4","4",""
"kaleidoscope_cookery:millstone/green_dye_from_cactus","1","绿色染料","minecraft:green_dye","2","否","","",""
"farmersdelight:cooking/baked_cod_stew","1","烘焙鳕鱼炖","farmersdelight:baked_cod_stew","1","是","14","21","滋养 6000tick 1级 概率1"
"kaleidoscope_cookery:pot/chicken_to_cooked_chicken_7","1","熟鸡肉","minecraft:cooked_chicken","7","是","6","7.2000003",""
"kaleidoscope_cookery:pot/chicken_to_cooked_chicken_6","1","熟鸡肉","minecraft:cooked_chicken","6","是","6","7.2000003",""
"kaleidoscope_cookery:pot/chicken_to_cooked_chicken_9","1","熟鸡肉","minecraft:cooked_chicken","9","是","6","7.2000003",""
"kaleidoscope_cookery:pot/chicken_to_cooked_chicken_8","1","熟鸡肉","minecraft:cooked_chicken","8","是","6","7.2000003",""
"farmersdelight:cherry_cabinet","1","樱花木橱柜","farmersdelight:cherry_cabinet","1","否","","",""
"kaleidoscope_cookery:flex_stockpot/lamb_and_radish_soup","1","萝卜羊肉汤","kaleidoscope_cookery:lamb_and_radish_soup","1","是","6","8.004","寒带疾行 6000tick 1级 概率1"
"kaleidoscope_cookery:pot/stuffed_dough_food_to_meat_pie_1","1","馅饼","kaleidoscope_cookery:meat_pie","1","是","8","16","温暖 1600tick 1级 概率1"
"farmersdelight:melon_popsicle","1","西瓜冰棍","farmersdelight:melon_popsicle","1","是","3","1.2",""
"kaleidoscope_cookery:pot/stuffed_dough_food_to_meat_pie_2","1","馅饼","kaleidoscope_cookery:meat_pie","2","是","8","16","温暖 1600tick 1级 概率1"
"kaleidoscope_cookery:pot/stuffed_dough_food_to_meat_pie_3","1","馅饼","kaleidoscope_cookery:meat_pie","3","是","8","16","温暖 1600tick 1级 概率1"
"kaleidoscope_cookery:pot/stuffed_dough_food_to_meat_pie_4","1","馅饼","kaleidoscope_cookery:meat_pie","4","是","8","16","温暖 1600tick 1级 概率1"
"kaleidoscope_cookery:pot/stuffed_dough_food_to_meat_pie_5","1","馅饼","kaleidoscope_cookery:meat_pie","5","是","8","16","温暖 1600tick 1级 概率1"
"kaleidoscope_cookery:pot/stuffed_dough_food_to_meat_pie_6","1","馅饼","kaleidoscope_cookery:meat_pie","6","是","8","16","温暖 1600tick 1级 概率1"
"farmersdelight:spruce_cabinet","1","云杉木橱柜","farmersdelight:spruce_cabinet","1","否","","",""
"kaleidoscope_cookery:pot/stuffed_dough_food_to_meat_pie_7","1","馅饼","kaleidoscope_cookery:meat_pie","7","是","8","16","温暖 1600tick 1级 概率1"
"kaleidoscope_cookery:pot/stuffed_dough_food_to_meat_pie_8","1","馅饼","kaleidoscope_cookery:meat_pie","8","是","8","16","温暖 1600tick 1级 概率1"
"kaleidoscope_cookery:pot/stuffed_dough_food_to_meat_pie_9","1","馅饼","kaleidoscope_cookery:meat_pie","9","是","8","16","温暖 1600tick 1级 概率1"
"spawn:cut_blasted_sandstone","1","切制荒砂岩","spawn:cut_blasted_sandstone","4","否","","",""
"farmersdelight:steak_and_potatoes","1","牛排配马铃薯","farmersdelight:steak_and_potatoes","1","是","12","19.2","滋养 3600tick 1级 概率1"
"spawn:rotten_fence","1","腐木栅栏","spawn:rotten_fence","3","否","","",""
"farmersdelight:cooking/squid_ink_pasta","1","鱿鱼墨面","farmersdelight:squid_ink_pasta","1","是","14","21","滋养 6000tick 1级 概率1"
"farmersdelight:cutting/oak_wood","1","去皮橡木","minecraft:stripped_oak_wood","1","否","","",""
"farmersdelight:cutting/spruce_log","1","去皮云杉原木","minecraft:stripped_spruce_log","1","否","","",""
"kaleidoscope_cookery:millstone/yellow_dye_from_dandelion","1","黄色染料","minecraft:yellow_dye","2","否","","",""
"spawn:blasted_sandstone_stairs","1","荒砂岩楼梯","spawn:blasted_sandstone_stairs","4","否","","",""
"kaleidoscope_cookery:stockpot","1","汤锅","kaleidoscope_cookery:stockpot","1","否","","",""
"kaleidoscope_cookery:pot/braised_pork_ribs","1","红烧排骨","kaleidoscope_cookery:braised_pork_ribs","1","是","16","25.6","温暖 1600tick 1级 概率1"
"kaleidoscope_cookery:stockpot/pork_bone_soup","1","大骨汤","kaleidoscope_cookery:pork_bone_soup","1","是","6","8.004","活力 6000tick 1级 概率1"
"ordertocook:chef_coin_100_from_20","1","100 oTc币","ordertocook:chef_coin_100","1","否","","",""
"farmersdelight:sweet_berry_cheesecake_from_slices","1","甜浆果芝士派","farmersdelight:sweet_berry_cheesecake","1","否","","",""
"kaleidoscope_cookery:chopping_board/cooked_cut_small_meats_from_chicken","1","熟切制小肉","kaleidoscope_cookery:cooked_cut_small_meats","2","是","4","6.4",""
"kaleidoscope_cookery:flex_pot/stargazy_pie","1","仰望星空派","kaleidoscope_cookery:stargazy_pie","1","是","13","15.99","胀气 600tick 1级 概率1；霉运 3600tick 1级 概率1"
"farmersdelight:cutting/azure_bluet","1","淡灰色染料","minecraft:light_gray_dye","2","否","","",""
"kaleidoscope_cookery:pot/raw_pork_belly_to_cooked_pork_belly_4","1","熟五花肉","kaleidoscope_cookery:cooked_pork_belly","4","是","4","6.4",""
"kaleidoscope_cookery:pot/raw_pork_belly_to_cooked_pork_belly_3","1","熟五花肉","kaleidoscope_cookery:cooked_pork_belly","3","是","4","6.4",""
"spawn:rotten_sign","1","腐木告示牌","spawn:rotten_sign","3","否","","",""
"kaleidoscope_cookery:pot/raw_pork_belly_to_cooked_pork_belly_2","1","熟五花肉","kaleidoscope_cookery:cooked_pork_belly","2","是","4","6.4",""
"kaleidoscope_cookery:pot/raw_pork_belly_to_cooked_pork_belly_1","1","熟五花肉","kaleidoscope_cookery:cooked_pork_belly","1","是","4","6.4",""
"kaleidoscope_cookery:pot/raw_pork_belly_to_cooked_pork_belly_8","1","熟五花肉","kaleidoscope_cookery:cooked_pork_belly","8","是","4","6.4",""
"kaleidoscope_cookery:pot/raw_pork_belly_to_cooked_pork_belly_7","1","熟五花肉","kaleidoscope_cookery:cooked_pork_belly","7","是","4","6.4",""
"farmersdelight:integration/create/milling/wild_carrots","1","淡灰色染料","minecraft:light_gray_dye","2","否","","",""
"kaleidoscope_cookery:pot/raw_pork_belly_to_cooked_pork_belly_6","1","熟五花肉","kaleidoscope_cookery:cooked_pork_belly","6","是","4","6.4",""
"kaleidoscope_cookery:pot/raw_pork_belly_to_cooked_pork_belly_5","1","熟五花肉","kaleidoscope_cookery:cooked_pork_belly","5","是","4","6.4",""
"kaleidoscope_cookery:pot/raw_pork_belly_to_cooked_pork_belly_9","1","熟五花肉","kaleidoscope_cookery:cooked_pork_belly","9","是","4","6.4",""
"spawn:cooked_bluefish_slice_from_campfire_cooking","1","熟扁鲹片","spawn:cooked_bluefish_slice","1","是","3","3",""
"farmersdelight:mixed_salad","1","混合沙拉","farmersdelight:mixed_salad","1","是","6","7.2000003","生命恢复 100tick 1级 概率1"
"kaleidoscope_cookery:table_warped","1","诡异木餐桌","kaleidoscope_cookery:table_warped","1","否","","",""
"farmersdelight:cutting/chicken","1","生鸡肉丁","farmersdelight:chicken_cuts","2","是","1","0.6","饥饿 600tick 1级 概率0.30000001192092896"
"farmersdelight:cutting/cooked_cod","1","熟鳕鱼片","farmersdelight:cooked_cod_slice","2","是","3","3",""
"farmersdelight:salvaging/spruce_chest_boat","1","云杉木船","minecraft:spruce_boat","1","否","","",""
"farmersdelight:pot/add/bacon_and_eggs","1","培根蛋","farmersdelight:bacon_and_eggs","1","是","10","12","滋养 1200tick 1级 概率1"
"kaleidoscope_cookery:pot/crystal_lamb_chop","1","水晶羊排","kaleidoscope_cookery:crystal_lamb_chop","1","是","13","15.99","急迫 6000tick 2级 概率1"
"spawn:smooth_blasted_sandstone_stairs_from_smooth_blasted_sandstone_stonecutting","1","平滑荒砂岩楼梯","spawn:smooth_blasted_sandstone_stairs","1","否","","",""
"farmersdelight:cutting/wild_onions","1","洋葱","farmersdelight:onion","1","是","2","1.6",""
"kaleidoscope_cookery:millstone/red_dye_from_poppy","1","红色染料","minecraft:red_dye","2","否","","",""
"kaleidoscope_cookery:pot/potato_to_baked_potato_1","1","烤马铃薯","minecraft:baked_potato","1","是","5","6",""
"kaleidoscope_cookery:pot/salmon_to_cooked_salmon_1","1","熟鲑鱼","minecraft:cooked_salmon","1","是","6","9.6",""
"kaleidoscope_cookery:pot/salmon_to_cooked_salmon_2","1","熟鲑鱼","minecraft:cooked_salmon","2","是","6","9.6",""
"kaleidoscope_cookery:pot/salmon_to_cooked_salmon_3","1","熟鲑鱼","minecraft:cooked_salmon","3","是","6","9.6",""
"kaleidoscope_cookery:pot/salmon_to_cooked_salmon_4","1","熟鲑鱼","minecraft:cooked_salmon","4","是","6","9.6",""
"kaleidoscope_cookery:pot/salmon_to_cooked_salmon_5","1","熟鲑鱼","minecraft:cooked_salmon","5","是","6","9.6",""
"kaleidoscope_cookery:pot/salmon_to_cooked_salmon_6","1","熟鲑鱼","minecraft:cooked_salmon","6","是","6","9.6",""
"kaleidoscope_cookery:pot/salmon_to_cooked_salmon_7","1","熟鲑鱼","minecraft:cooked_salmon","7","是","6","9.6",""
"kaleidoscope_cookery:pot/salmon_to_cooked_salmon_8","1","熟鲑鱼","minecraft:cooked_salmon","8","是","6","9.6",""
"kaleidoscope_cookery:pot/salmon_to_cooked_salmon_9","1","熟鲑鱼","minecraft:cooked_salmon","9","是","6","9.6",""
"ordertocook:otc_upgrade_box","1","oTc升级箱","ordertocook:otc_upgrade_box","1","否","","",""
"spawn:cooked_clam","1","熟蚌肉","spawn:cooked_clam","1","是","3","3",""
"spawn:cooked_dodo","1","熟渡渡鸟肉","spawn:cooked_dodo","1","是","20","56","力量 1200tick 2级 概率1"
