"配方 ID","原料序号","原料可选项（中文名 <ID>）","候选物品数量","备注"
"kaleidoscope_cookery:shengjian_mantou_plate","1","水煎包 <kaleidoscope_cookery:shengjian_mantou>","","原料"
"kaleidoscope_cookery:shengjian_mantou_plate","2","水煎包 <kaleidoscope_cookery:shengjian_mantou>","","原料"
"kaleidoscope_cookery:shengjian_mantou_plate","3","水煎包 <kaleidoscope_cookery:shengjian_mantou>","","原料"
"kaleidoscope_cookery:shengjian_mantou_plate","4","水煎包 <kaleidoscope_cookery:shengjian_mantou>","","原料"
"kaleidoscope_cookery:shengjian_mantou_plate","5","水煎包 <kaleidoscope_cookery:shengjian_mantou>","","原料"
"kaleidoscope_cookery:shengjian_mantou_plate","6","碗 <minecraft:bowl>","","原料"
"kaleidoscope_cookery:steamer/baozi","1","裹馅面食 <kaleidoscope_cookery:stuffed_dough_food>","","原料"
"farmersdelight:beetroot_from_crate","1","箱装甜菜根 <farmersdelight:beetroot_crate>","","原料"
"farmersdelight:cooked_salmon_slice_from_smoking","1","生鲑鱼片 <farmersdelight:salmon_slice>","","原料"
"farmersdelight:straw","1","草捆 <farmersdelight:straw_bale>","","原料"
"farmersdelight:cutting/cornflower","1","矢车菊 <minecraft:cornflower>","","原料"
"farmersdelight:cutting/cornflower","2","{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}","","工具"
"farmersdelight:cutting/cornflower","3","#c:tools/knife","","工具"
"farmersdelight:cutting/birch_wood","1","白桦木 <minecraft:birch_wood>","","原料"
"farmersdelight:cutting/birch_wood","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_strip""}","","工具"
"farmersdelight:cutting/birch_wood","3","#minecraft:axes","","工具"
"farmersdelight:shepherds_pie_block","1","烤马铃薯 <minecraft:baked_potato>","","原料"
"farmersdelight:shepherds_pie_block","2","#c:drinks/milk","","原料"
"farmersdelight:shepherds_pie_block","3","烤马铃薯 <minecraft:baked_potato>","","原料"
"farmersdelight:shepherds_pie_block","4","#c:foods/cooked_mutton","","原料"
"farmersdelight:shepherds_pie_block","5","#c:foods/cooked_mutton","","原料"
"farmersdelight:shepherds_pie_block","6","#c:foods/cooked_mutton","","原料"
"farmersdelight:shepherds_pie_block","7","#c:crops/onion","","原料"
"farmersdelight:shepherds_pie_block","8","碗 <minecraft:bowl>","","原料"
"farmersdelight:shepherds_pie_block","9","#c:crops/onion","","原料"
"spawn:reefstone_tile_wall_from_reefstone_tiles_stonecutting","1","礁石瓦 <spawn:reefstone_tiles>","","原料"
"kaleidoscope_cookery:millstone/gunpowder_from_flint","1","燧石 <minecraft:flint>","","原料"
"farmersdelight:cutting/kelp_roll","1","海带寿司卷 <farmersdelight:kelp_roll>","","原料"
"farmersdelight:cutting/kelp_roll","2","{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}","","工具"
"farmersdelight:cutting/kelp_roll","3","#c:tools/knife","","工具"
"farmersdelight:salvaging/warped_furniture","1","{""type"":""neoforge:compound"",""children"":[{""item"":""minecraft:warped_door""},{""item"":""minecraft:warped_trapdoor""},{""item"":""minecraft:warped_sign""},{""item"":""minecraft:warped_hanging_sign""},{""item"":""minecraft:warped_fence""},{""item"":""minecraft:warped_fence_gate""},{""item"":""minecraft:warped_pressure_plate""},{""item"":""minecraft:warped_button""},{""item"":""farmersdelight:warped_cabinet""}]}","","原料"
"farmersdelight:salvaging/warped_furniture","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_dig""}","","工具"
"farmersdelight:salvaging/warped_furniture","3","#minecraft:axes","","工具"
"farmersdelight:salvaging/mangrove_furniture","1","{""type"":""neoforge:compound"",""children"":[{""item"":""minecraft:mangrove_door""},{""item"":""minecraft:mangrove_trapdoor""},{""item"":""minecraft:mangrove_sign""},{""item"":""minecraft:mangrove_hanging_sign""},{""item"":""minecraft:mangrove_fence""},{""item"":""minecraft:mangrove_fence_gate""},{""item"":""minecraft:mangrove_pressure_plate""},{""item"":""minecraft:mangrove_button""},{""item"":""minecraft:mangrove_boat""},{""item"":""farmersdelight:mangrove_cabinet""}]}","","原料"
"farmersdelight:salvaging/mangrove_furniture","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_dig""}","","工具"
"farmersdelight:salvaging/mangrove_furniture","3","#minecraft:axes","","工具"
"kaleidoscope_cookery:sticky_rice_cake_plate","1","糍粑 <kaleidoscope_cookery:sticky_rice_cake>","","原料"
"kaleidoscope_cookery:sticky_rice_cake_plate","2","糍粑 <kaleidoscope_cookery:sticky_rice_cake>","","原料"
"kaleidoscope_cookery:sticky_rice_cake_plate","3","糍粑 <kaleidoscope_cookery:sticky_rice_cake>","","原料"
"kaleidoscope_cookery:sticky_rice_cake_plate","4","糍粑 <kaleidoscope_cookery:sticky_rice_cake>","","原料"
"kaleidoscope_cookery:sticky_rice_cake_plate","5","糍粑 <kaleidoscope_cookery:sticky_rice_cake>","","原料"
"kaleidoscope_cookery:sticky_rice_cake_plate","6","碗 <minecraft:bowl>","","原料"
"farmersdelight:cutting/wooden_basket","1","木篮 <farmersdelight:wooden_basket>","","原料"
"farmersdelight:cutting/wooden_basket","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_dig""}","","工具"
"farmersdelight:cutting/wooden_basket","3","#minecraft:axes","","工具"
"kaleidoscope_cookery:raw_meatball","1","#c:raw_meats","","原料"
"kaleidoscope_cookery:raw_meatball","2","#c:raw_meats","","原料"
"kaleidoscope_cookery:raw_meatball","3","#c:vegetables","","原料"
"kaleidoscope_cookery:teapot/biluochun","1","鹦鹉螺壳 <minecraft:nautilus_shell>","","原料"
"kaleidoscope_cookery:millstone/cyan_dye_from_pitcher_plant","1","瓶子草 <minecraft:pitcher_plant>","","原料"
"spawn:cooked_bluefish_from_smoking","1","扁鲹 <spawn:bluefish>","","原料"
"kaleidoscope_cookery:flex_stockpot/warped_fungus_pot_soup","1","诡异菌 <minecraft:warped_fungus>","","原料"
"kaleidoscope_cookery:flex_stockpot/warped_fungus_pot_soup","2","花盆 <minecraft:flower_pot>","","容器/载体"
"spawn:cutting/herring","1","鲱鱼 <spawn:herring>","","原料"
"spawn:cutting/herring","2","#c:tools/knife","","工具"
"farmersdelight:pink_canvas_sign","1","#farmersdelight:canvas_signs","","原料"
"farmersdelight:pink_canvas_sign","2","#c:dyes/pink","","原料"
"farmersdelight:cooked_mutton_chops","1","生羊排 <farmersdelight:mutton_chops>","","原料"
"kaleidoscope_cookery:chopping_board/sashimi_from_tropical_fish","1","热带鱼 <minecraft:tropical_fish>","","原料"
"farmersdelight:roast_chicken_block","1","#c:crops/onion","","原料"
"farmersdelight:roast_chicken_block","2","#c:eggs","","原料"
"farmersdelight:roast_chicken_block","3","#c:foods/bread","","原料"
"farmersdelight:roast_chicken_block","4","#c:crops/carrot","","原料"
"farmersdelight:roast_chicken_block","5","熟鸡肉 <minecraft:cooked_chicken>","","原料"
"farmersdelight:roast_chicken_block","6","烤马铃薯 <minecraft:baked_potato>","","原料"
"farmersdelight:roast_chicken_block","7","#c:crops/carrot","","原料"
"farmersdelight:roast_chicken_block","8","碗 <minecraft:bowl>","","原料"
"farmersdelight:roast_chicken_block","9","烤马铃薯 <minecraft:baked_potato>","","原料"
"kaleidoscope_cookery:pot/braised_beef","1","#c:foods/raw_beef","","原料"
"kaleidoscope_cookery:pot/braised_beef","2","#c:foods/raw_beef","","原料"
"kaleidoscope_cookery:pot/braised_beef","3","#c:foods/raw_beef","","原料"
"kaleidoscope_cookery:pot/braised_beef","4","红辣椒 <kaleidoscope_cookery:red_chili>","","原料"
"kaleidoscope_cookery:pot/braised_beef","5","红辣椒 <kaleidoscope_cookery:red_chili>","","原料"
"kaleidoscope_cookery:pot/braised_beef","6","红辣椒 <kaleidoscope_cookery:red_chili>","","原料"
"kaleidoscope_cookery:pot/braised_beef","7","碗 <minecraft:bowl>","","容器/载体"
"farmersdelight:cooked_chicken_cuts","1","生鸡肉丁 <farmersdelight:chicken_cuts>","","原料"
"farmersdelight:cutting/beef","1","生牛肉 <minecraft:beef>","","原料"
"farmersdelight:cutting/beef","2","{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}","","工具"
"farmersdelight:cutting/beef","3","#c:tools/knife","","工具"
"kaleidoscope_cookery:stockpot/seafood_miso_soup_cod_entity","1","#c:crops/lettuce","","原料"
"kaleidoscope_cookery:stockpot/seafood_miso_soup_cod_entity","2","#c:crops/lettuce","","原料"
"kaleidoscope_cookery:stockpot/seafood_miso_soup_cod_entity","3","#c:crops/lettuce","","原料"
"kaleidoscope_cookery:flex_stockpot/borscht","1","#c:foods/raw_beef","","原料"
"kaleidoscope_cookery:flex_stockpot/borscht","2","#c:crops/tomato","","原料"
"kaleidoscope_cookery:flex_stockpot/four_joy_meatball_soup","1","生丸子 <kaleidoscope_cookery:raw_meatball>","","原料"
"kaleidoscope_cookery:millstone/quartz_from_nether_quartz_ore","1","下界石英矿石 <minecraft:nether_quartz_ore>","","原料"
"spawn:cutting/rotten_wood","1","腐木 <spawn:rotten_wood>","","原料"
"spawn:cutting/rotten_wood","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_strip""}","","工具"
"kaleidoscope_cookery:steamer/mantou","1","#c:dough","","原料"
"kaleidoscope_cookery:millstone/gold_nugget_from_nether_gold_ore","1","下界金矿石 <minecraft:nether_gold_ore>","","原料"
"kaleidoscope_cookery:flex_pot/pan_seared_knight_steak","1","甜浆果 <minecraft:sweet_berries>","","原料"
"kaleidoscope_cookery:flex_pot/pan_seared_knight_steak","2","#c:foods/raw_beef","","原料"
"kaleidoscope_cookery:flex_pot/pan_seared_knight_steak","3","骨头 <minecraft:bone>","","原料"
"kaleidoscope_cookery:flex_pot/pan_seared_knight_steak","4","碗 <minecraft:bowl>","","容器/载体"
"farmersdelight:organic_compost_from_tree_bark","1","泥土 <minecraft:dirt>","","原料"
"farmersdelight:organic_compost_from_tree_bark","2","草秆 <farmersdelight:straw>","","原料"
"farmersdelight:organic_compost_from_tree_bark","3","草秆 <farmersdelight:straw>","","原料"
"farmersdelight:organic_compost_from_tree_bark","4","骨粉 <minecraft:bone_meal>","","原料"
"farmersdelight:organic_compost_from_tree_bark","5","骨粉 <minecraft:bone_meal>","","原料"
"farmersdelight:organic_compost_from_tree_bark","6","树皮 <farmersdelight:tree_bark>","","原料"
"farmersdelight:organic_compost_from_tree_bark","7","树皮 <farmersdelight:tree_bark>","","原料"
"farmersdelight:organic_compost_from_tree_bark","8","树皮 <farmersdelight:tree_bark>","","原料"
"farmersdelight:organic_compost_from_tree_bark","9","树皮 <farmersdelight:tree_bark>","","原料"
"kaleidoscope_cookery:millstone/black_dye_from_wither_rose","1","凋灵玫瑰 <minecraft:wither_rose>","","原料"
"farmersdelight:potato_from_crate","1","箱装马铃薯 <farmersdelight:potato_crate>","","原料"
"kaleidoscope_cookery:millstone/lapis_lazuli_from_deepslate_lapis_ore","1","深层青金石矿石 <minecraft:deepslate_lapis_ore>","","原料"
"farmersdelight:beef_patty_from_campfire_cooking","1","牛肉馅 <farmersdelight:minced_beef>","","原料"
"kaleidoscope_cookery:chopping_board/raw_cow_offal","1","生牛肉 <minecraft:beef>","","原料"
"farmersdelight:barbecue_stick","1","#c:crops/tomato","","原料"
"farmersdelight:barbecue_stick","2","#c:crops/onion","","原料"
"farmersdelight:barbecue_stick","3","#c:foods/cooked_meat","","原料"
"farmersdelight:barbecue_stick","4","木棍 <minecraft:stick>","","原料"
"farmersdelight:stuffed_potato","1","烤马铃薯 <minecraft:baked_potato>","","原料"
"farmersdelight:stuffed_potato","2","#c:foods/cooked_beef","","原料"
"farmersdelight:stuffed_potato","3","#c:drinks/milk","","原料"
"farmersdelight:cooking/rabbit_stew","1","#c:crops/potato","","原料"
"farmersdelight:cooking/rabbit_stew","2","生兔肉 <minecraft:rabbit>","","原料"
"farmersdelight:cooking/rabbit_stew","3","#c:crops/carrot","","原料"
"farmersdelight:cooking/rabbit_stew","4","{""type"":""neoforge:compound"",""children"":[{""item"":""minecraft:brown_mushroom""},{""item"":""minecraft:red_mushroom""}]}","","原料"
"kaleidoscope_cookery:pot/spicy_chicken","1","#c:foods/raw_chicken","","原料"
"kaleidoscope_cookery:pot/spicy_chicken","2","#c:foods/raw_chicken","","原料"
"kaleidoscope_cookery:pot/spicy_chicken","3","#c:foods/raw_chicken","","原料"
"kaleidoscope_cookery:pot/spicy_chicken","4","#c:foods/raw_chicken","","原料"
"kaleidoscope_cookery:pot/spicy_chicken","5","#c:crops/chilipepper","","原料"
"kaleidoscope_cookery:pot/spicy_chicken","6","#c:crops/chilipepper","","原料"
"kaleidoscope_cookery:pot/spicy_chicken","7","#c:crops/chilipepper","","原料"
"kaleidoscope_cookery:pot/spicy_chicken","8","#c:crops/chilipepper","","原料"
"kaleidoscope_cookery:pot/spicy_chicken","9","碗 <minecraft:bowl>","","容器/载体"
"farmersdelight:pot/add/cooked_bacon","1","生培根 <farmersdelight:bacon>","","原料"
"spawn:cooked_bluefish_slice_from_smoking","1","扁鲹片 <spawn:bluefish_slice>","","原料"
"farmersdelight:chopping_board/add/pumpkin_slice","1","南瓜 <minecraft:pumpkin>","","原料"
"kaleidoscope_cookery:stockpot/borscht","1","#c:foods/raw_beef","","原料"
"kaleidoscope_cookery:stockpot/borscht","2","#c:foods/raw_beef","","原料"
"kaleidoscope_cookery:stockpot/borscht","3","#c:crops/tomato","","原料"
"kaleidoscope_cookery:stockpot/borscht","4","#c:crops/tomato","","原料"
"kaleidoscope_cookery:stockpot/borscht","5","#c:crops/tomato","","原料"
"kaleidoscope_cookery:stockpot/borscht","6","#c:crops/tomato","","原料"
"kaleidoscope_cookery:sticky_candy_plate","1","牛皮糖 <kaleidoscope_cookery:sticky_candy>","","原料"
"kaleidoscope_cookery:sticky_candy_plate","2","牛皮糖 <kaleidoscope_cookery:sticky_candy>","","原料"
"kaleidoscope_cookery:sticky_candy_plate","3","牛皮糖 <kaleidoscope_cookery:sticky_candy>","","原料"
"kaleidoscope_cookery:sticky_candy_plate","4","牛皮糖 <kaleidoscope_cookery:sticky_candy>","","原料"
"kaleidoscope_cookery:sticky_candy_plate","5","碗 <minecraft:bowl>","","原料"
"spawn:cooked_herring_slice_from_campfire_cooking","1","鲱鱼片 <spawn:herring_slice>","","原料"
"farmersdelight:light_blue_hanging_canvas_sign","1","#farmersdelight:hanging_canvas_signs","","原料"
"farmersdelight:light_blue_hanging_canvas_sign","2","#c:dyes/light_blue","","原料"
"kaleidoscope_cookery:millstone/string_from_light_gray_wool","1","淡灰色羊毛 <minecraft:light_gray_wool>","","原料"
"farmersdelight:cooked_salmon_slice_from_campfire_cooking","1","生鲑鱼片 <farmersdelight:salmon_slice>","","原料"
"kaleidoscope_cookery:stockpot/beef_meatball_soup","1","生丸子 <kaleidoscope_cookery:raw_meatball>","","原料"
"kaleidoscope_cookery:stockpot/beef_meatball_soup","2","生丸子 <kaleidoscope_cookery:raw_meatball>","","原料"
"kaleidoscope_cookery:stockpot/beef_meatball_soup","3","#c:crops/lettuce","","原料"
"kaleidoscope_cookery:stockpot/beef_meatball_soup","4","#c:crops/lettuce","","原料"
"kaleidoscope_cookery:stockpot/beef_meatball_soup","5","#c:crops/lettuce","","原料"
"kaleidoscope_cookery:millstone/pink_dye_from_peony","1","牡丹 <minecraft:peony>","","原料"
"farmersdelight:packed_mud_from_straw","1","草秆 <farmersdelight:straw>","","原料"
"farmersdelight:packed_mud_from_straw","2","泥巴 <minecraft:mud>","","原料"
"farmersdelight:packed_mud_from_straw","3","泥巴 <minecraft:mud>","","原料"
"kaleidoscope_cookery:pot/spicy_rabbit_head","1","生兔肉 <minecraft:rabbit>","","原料"
"kaleidoscope_cookery:pot/spicy_rabbit_head","2","生兔肉 <minecraft:rabbit>","","原料"
"kaleidoscope_cookery:pot/spicy_rabbit_head","3","生兔肉 <minecraft:rabbit>","","原料"
"kaleidoscope_cookery:pot/spicy_rabbit_head","4","#c:crops/chilipepper","","原料"
"kaleidoscope_cookery:pot/spicy_rabbit_head","5","#c:crops/chilipepper","","原料"
"kaleidoscope_cookery:pot/spicy_rabbit_head","6","#c:crops/chilipepper","","原料"
"kaleidoscope_cookery:pot/spicy_rabbit_head","7","碗 <minecraft:bowl>","","容器/载体"
"kaleidoscope_cookery:stockpot/pufferfish_soup_entity","1","#c:crops/lettuce","","原料"
"kaleidoscope_cookery:stockpot/pufferfish_soup_entity","2","#c:crops/lettuce","","原料"
"kaleidoscope_cookery:stockpot/pufferfish_soup_entity","3","#c:crops/lettuce","","原料"
"farmersdelight:gray_hanging_canvas_sign","1","#farmersdelight:hanging_canvas_signs","","原料"
"farmersdelight:gray_hanging_canvas_sign","2","#c:dyes/gray","","原料"
"kaleidoscope_cookery:flex_stockpot/laba_congee","1","#c:seeds","","原料"
"kaleidoscope_cookery:flex_stockpot/laba_congee","2","糖 <minecraft:sugar>","","原料"
"spawn:potted_sweet_berries","1","甜浆果 <minecraft:sweet_berries>","","原料"
"spawn:potted_sweet_berries","2","甜浆果 <minecraft:sweet_berries>","","原料"
"spawn:potted_sweet_berries","3","甜浆果 <minecraft:sweet_berries>","","原料"
"spawn:potted_sweet_berries","4","甜浆果 <minecraft:sweet_berries>","","原料"
"spawn:potted_sweet_berries","5","蜗牛壳 <spawn:snail_shell>","","原料"
"kaleidoscope_cookery:millstone/polished_basalt_from_basalt","1","玄武岩 <minecraft:basalt>","","原料"
"farmersdelight:fried_egg_from_campfire_cooking","1","鸡蛋 <minecraft:egg>","","原料"
"farmersdelight:cutting/oak_log","1","橡木原木 <minecraft:oak_log>","","原料"
"farmersdelight:cutting/oak_log","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_strip""}","","工具"
"farmersdelight:cutting/oak_log","3","#minecraft:axes","","工具"
"kaleidoscope_cookery:millstone/quartz_from_quartz_block","1","石英块 <minecraft:quartz_block>","","原料"
"kaleidoscope_cookery:stockpot/laba_congee","1","#c:seeds","","原料"
"kaleidoscope_cookery:stockpot/laba_congee","2","#c:seeds","","原料"
"kaleidoscope_cookery:stockpot/laba_congee","3","#c:seeds","","原料"
"kaleidoscope_cookery:stockpot/laba_congee","4","#c:seeds","","原料"
"kaleidoscope_cookery:stockpot/laba_congee","5","#c:seeds","","原料"
"kaleidoscope_cookery:stockpot/laba_congee","6","#c:seeds","","原料"
"kaleidoscope_cookery:stockpot/laba_congee","7","糖 <minecraft:sugar>","","原料"
"kaleidoscope_cookery:stockpot/laba_congee","8","糖 <minecraft:sugar>","","原料"
"kaleidoscope_cookery:stockpot/laba_congee","9","糖 <minecraft:sugar>","","原料"
"kaleidoscope_cookery:stockpot/rice_1","1","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_5","1","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_5","2","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_5","3","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_5","4","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_5","5","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_4","1","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_4","2","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_4","3","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_4","4","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_3","1","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_3","2","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_3","3","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_2","1","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_2","2","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_9","1","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_9","2","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_9","3","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_9","4","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_9","5","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_9","6","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_9","7","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_9","8","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_9","9","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_8","1","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_8","2","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_8","3","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_8","4","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_8","5","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_8","6","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_8","7","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_8","8","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_7","1","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_7","2","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_7","3","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_7","4","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_7","5","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_7","6","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_7","7","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_6","1","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_6","2","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_6","3","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_6","4","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_6","5","#c:grain/rice","","原料"
"kaleidoscope_cookery:stockpot/rice_6","6","#c:grain/rice","","原料"
"spawn:heliostone_slab_stonecutting","1","日光石 <spawn:heliostone>","","原料"
"spawn:bone_meal_from_shell_fragments","1","贝壳碎片 <spawn:shell_fragments>","","原料"
"kaleidoscope_cookery:pot/frost_lamb_chop","1","蓝冰 <minecraft:blue_ice>","","原料"
"kaleidoscope_cookery:pot/frost_lamb_chop","2","蓝冰 <minecraft:blue_ice>","","原料"
"kaleidoscope_cookery:pot/frost_lamb_chop","3","蓝冰 <minecraft:blue_ice>","","原料"
"kaleidoscope_cookery:pot/frost_lamb_chop","4","#c:foods/raw_mutton","","原料"
"kaleidoscope_cookery:pot/frost_lamb_chop","5","#c:foods/raw_mutton","","原料"
"kaleidoscope_cookery:pot/frost_lamb_chop","6","#c:foods/raw_mutton","","原料"
"kaleidoscope_cookery:pot/frost_lamb_chop","7","碗 <minecraft:bowl>","","容器/载体"
"spawn:bluefish_roll","1","扁鲹片 <spawn:bluefish_slice>","","原料"
"spawn:bluefish_roll","2","扁鲹片 <spawn:bluefish_slice>","","原料"
"spawn:bluefish_roll","3","米饭 <farmersdelight:cooked_rice>","","原料"
"kaleidoscope_cookery:tomato_seed","1","番茄 <kaleidoscope_cookery:tomato>","","原料"
"kaleidoscope_cookery:millstone/polished_granite_from_granite","1","花岗岩 <minecraft:granite>","","原料"
"spawn:yellow_dye_from_spawn_sunflower","1","向日葵 <spawn:sunflower>","","原料"
"kaleidoscope_cookery:chopping_board/raw_cut_small_meats_from_rabbit","1","生兔肉 <minecraft:rabbit>","","原料"
"farmersdelight:magenta_hanging_canvas_sign","1","#farmersdelight:hanging_canvas_signs","","原料"
"farmersdelight:magenta_hanging_canvas_sign","2","#c:dyes/magenta","","原料"
"kaleidoscope_cookery:millstone/emerald_from_deepslate_emerald_ore","1","深层绿宝石矿石 <minecraft:deepslate_emerald_ore>","","原料"
"farmersdelight:salvaging/cherry_chest_boat","1","樱花木运输船 <minecraft:cherry_chest_boat>","","原料"
"farmersdelight:salvaging/cherry_chest_boat","2","{""type"":""farmersdelight:item_ability"",""action"":""hoe_dig""}","","工具"
"farmersdelight:salvaging/cherry_chest_boat","3","#minecraft:hoes","","工具"
"farmersdelight:milk_bucket_from_bottles","1","铁桶 <minecraft:bucket>","","原料"
"farmersdelight:milk_bucket_from_bottles","2","奶瓶 <farmersdelight:milk_bottle>","","原料"
"farmersdelight:milk_bucket_from_bottles","3","奶瓶 <farmersdelight:milk_bottle>","","原料"
"farmersdelight:milk_bucket_from_bottles","4","奶瓶 <farmersdelight:milk_bottle>","","原料"
"farmersdelight:milk_bucket_from_bottles","5","奶瓶 <farmersdelight:milk_bottle>","","原料"
"kaleidoscope_cookery:pot/sticky_candy","1","皮革 <minecraft:leather>","","原料"
"kaleidoscope_cookery:pot/sticky_candy","2","糖 <minecraft:sugar>","","原料"
"kaleidoscope_cookery:pot/sticky_candy","3","糖 <minecraft:sugar>","","原料"
"kaleidoscope_cookery:pot/sticky_candy","4","糖 <minecraft:sugar>","","原料"
"kaleidoscope_cookery:pot/sticky_candy","5","糖 <minecraft:sugar>","","原料"
"farmersdelight:cutting/jungle_wood","1","丛林木 <minecraft:jungle_wood>","","原料"
"farmersdelight:cutting/jungle_wood","2","{""type"":""farmersdelight:item_ability"",""action"":""axe_strip""}","","工具"
"farmersdelight:cutting/jungle_wood","3","#minecraft:axes","","工具"
"farmersdelight:cutting/cooked_chicken","1","熟鸡肉 <minecraft:cooked_chicken>","","原料"
"farmersdelight:cutting/cooked_chicken","2","{""type"":""farmersdelight:item_ability"",""action"":""knife_dig""}","","工具"
"farmersdelight:cutting/cooked_chicken","3","#c:tools/knife","","工具"
"farmersdelight:egg_sandwich","1","#c:foods/bread","","原料"
"farmersdelight:egg_sandwich","2","#c:foods/cooked_egg","","原料"
"farmersdelight:egg_sandwich","3","#c:foods/cooked_egg","","原料"
"kaleidoscope_cookery:raw_dough_steamer","1","蒸笼 <kaleidoscope_cookery:steamer>","","原料"
"kaleidoscope_cookery:raw_dough_steamer","2","生面团 <kaleidoscope_cookery:raw_dough>","","原料"
"kaleidoscope_cookery:raw_dough_steamer","3","生面团 <kaleidoscope_cookery:raw_dough>","","原料"
"kaleidoscope_cookery:raw_dough_steamer","4","生面团 <kaleidoscope_cookery:raw_dough>","","原料"
"kaleidoscope_cookery:raw_dough_steamer","5","生面团 <kaleidoscope_cookery:raw_dough>","","原料"
"farmersdelight:purple_canvas_sign","1","#farmersdelight:canvas_signs","","原料"
"farmersdelight:purple_canvas_sign","2","#c:dyes/purple","","原料"
"farmersdelight:brown_hanging_canvas_sign","1","#farmersdelight:hanging_canvas_signs","","原料"
"farmersdelight:brown_hanging_canvas_sign","2","#c:dyes/brown","","原料"
"kaleidoscope_cookery:millstone/amethyst_shard_from_amethyst_block","1","紫水晶块 <minecraft:amethyst_block>","","原料"
"kaleidoscope_cookery:millstone/coal_from_coal_ore","1","煤矿石 <minecraft:coal_ore>","","原料"
"kaleidoscope_cookery:millstone/polished_diorite_from_diorite","1","闪长岩 <minecraft:diorite>","","原料"
"kaleidoscope_cookery:pot/cod_to_cooked_cod_3","1","生鳕鱼 <minecraft:cod>","","原料"
"kaleidoscope_cookery:pot/cod_to_cooked_cod_3","2","生鳕鱼 <minecraft:cod>","","原料"
"kaleidoscope_cookery:pot/cod_to_cooked_cod_3","3","生鳕鱼 <minecraft:cod>","","原料"
"kaleidoscope_cookery:pot/cod_to_cooked_cod_2","1","生鳕鱼 <minecraft:cod>","","原料"
"kaleidoscope_cookery:pot/cod_to_cooked_cod_2","2","生鳕鱼 <minecraft:cod>","","原料"
"kaleidoscope_cookery:pot/cod_to_cooked_cod_1","1","生鳕鱼 <minecraft:cod>","","原料"
